Price,Built_Up,Furnishing,Tenure,carpark,classification
712000,850,Semi Furnished,Freehold,1,1
370000,865,Unfurnished,Leasehold,1,1
880000,1898,Semi Furnished,Leasehold,1,1
800000,913,Fully Furnished,Freehold,1,1
268000,753,Semi Furnished,Freehold,1,0
900000,1500,Semi Furnished,Freehold,2,1
662000,1400,Semi Furnished,Freehold,1,1
430000,1100,Unfurnished,Freehold,2,1
1250000,2700,Semi Furnished,Freehold,2,1
780000,1320,Unfurnished,Freehold,1,1
880000,1650,Fully Furnished,Freehold,2,1
750000,818,Fully Furnished,Freehold,1,1
450000,770,Unfurnished,Freehold,2,1
440000,1200,Semi Furnished,Freehold,2,1
410000,1850,Semi Furnished,Freehold,2,1
235000,883,Semi Furnished,Freehold,1,1
445000,1400,Unfurnished,Freehold,2,1
290000,740,Semi Furnished,Freehold,2,1
600000,1200,Unfurnished,Freehold,1,1
420000,1660,Unfurnished,Freehold,2,1
500000,1002,Semi Furnished,Freehold,1,1
528000,1698,Semi Furnished,Freehold,1,0
560000,1800,Semi Furnished,Freehold,2,1
410000,1300,Unfurnished,Freehold,2,1
165000,639,Unfurnished,Freehold,1,1
350000,842,Unfurnished,Freehold,1,1
1550000,1771,Unfurnished,Freehold,1,1
428000,860,Unfurnished,Freehold,1,1
362000,1034,Semi Furnished,Freehold,2,1
340000,950,Unfurnished,Freehold,1,0
1280000,1879,Fully Furnished,Freehold,1,1
478000,1260,Semi Furnished,Freehold,2,1
699000,1459,Fully Furnished,Freehold,1,1
1295000,1200,Fully Furnished,Freehold,1,1
300000,780,Semi Furnished,Freehold,1,1
340000,947,Semi Furnished,Freehold,1,1
480000,1800,Semi Furnished,Freehold,2,1
580000,1163,Unfurnished,Freehold,1,1
300000,750,Unfurnished,Leasehold,1,1
758000,2000,Semi Furnished,Freehold,2,0
585000,1727,Unfurnished,Freehold,2,1
535000,1855,Unfurnished,Freehold,2,1
395000,1100,Fully Furnished,Freehold,1,1
310000,1012,Fully Furnished,Freehold,1,1
433000,816,Fully Furnished,Freehold,1,1
525000,1313,Semi Furnished,Leasehold,1,1
580000,2200,Fully Furnished,Freehold,2,1
75000,650,Unfurnished,Freehold,1,1
290000,830,Semi Furnished,Freehold,1,1
780000,1049,Semi Furnished,Freehold,1,1
699000,1112,Semi Furnished,Freehold,1,1
1300000,2376,Semi Furnished,Freehold,2,1
449400,1965,Unfurnished,Freehold,2,1
395000,1175,Unfurnished,Freehold,1,1
999000,1675,Semi Furnished,Freehold,1,1
370000,930,Unfurnished,Freehold,1,1
400000,700,Fully Furnished,Freehold,1,1
245000,858,Unfurnished,Freehold,1,1
475000,1076,Unfurnished,Freehold,1,1
1680000,4227,Semi Furnished,Freehold,2,1
960000,2600,Semi Furnished,Leasehold,2,1
1250000,1389,Semi Furnished,Freehold,1,1
2000000,2432,Semi Furnished,Freehold,2,1
400000,1540,Unfurnished,Freehold,2,1
450000,1639,Unfurnished,Leasehold,2,1
750000,1970,Fully Furnished,Freehold,2,1
330000,877,Semi Furnished,Freehold,1,1
380000,758,Unfurnished,Leasehold,2,1
650000,2842,Semi Furnished,Freehold,2,0
1300000,1650,Semi Furnished,Freehold,2,1
720000,1540,Semi Furnished,Freehold,0,1
340000,714,Semi Furnished,Freehold,1,1
750000,1932,Unfurnished,Freehold,2,1
530000,2023,Semi Furnished,Freehold,2,1
470000,1100,Semi Furnished,Freehold,2,1
630000,935,Fully Furnished,Freehold,1,1
690000,1650,Fully Furnished,Freehold,2,1
495000,1492,Unfurnished,Freehold,2,1
460000,1003,Fully Furnished,Freehold,1,1
1900000,1830,Semi Furnished,Freehold,1,1
950000,1356,Fully Furnished,Freehold,1,1
350000,750,Unfurnished,Freehold,1,1
350000,1345,Unfurnished,Freehold,1,0
515000,1400,Unfurnished,Freehold,2,1
230000,680,Unfurnished,Freehold,1,1
850000,2000,Fully Furnished,Freehold,2,1
409000,1200,Semi Furnished,Freehold,2,1
670000,1598,Unfurnished,Freehold,1,1
729000,1159,Semi Furnished,Freehold,1,1
850000,2600,Unfurnished,Leasehold,2,1
400000,1050,Semi Furnished,Freehold,1,1
149900,900,Unfurnished,Leasehold,2,1
1050000,800,Fully Furnished,Freehold,1,0
250000,786,Fully Furnished,Freehold,1,1
457322,812,Semi Furnished,Freehold,1,1
748000,1500,Semi Furnished,Freehold,0,1
268000,765,Fully Furnished,Leasehold,1,1
980000,2800,Unfurnished,Freehold,2,1
788000,1000,Fully Furnished,Freehold,1,1
545000,880,Fully Furnished,Freehold,1,1
370000,865,Unfurnished,Leasehold,1,1
950000,2377,Unfurnished,Leasehold,2,1
445000,698,Fully Furnished,Freehold,1,1
250000,800,Semi Furnished,Leasehold,1,1
570000,1700,Semi Furnished,Freehold,2,1
330000,900,Unfurnished,Freehold,2,1
120000,604,Unfurnished,Freehold,1,1
1280000,1739,Semi Furnished,Freehold,1,1
515000,1400,Unfurnished,Freehold,2,1
378000,700,Fully Furnished,Freehold,1,1
278000,802,Semi Furnished,Freehold,1,1
190000,700,Unfurnished,Freehold,1,1
620000,1820,Fully Furnished,Freehold,2,1
430000,969,Unfurnished,Freehold,1,1
430000,1500,Semi Furnished,Freehold,1,1
679000,2179,Unfurnished,Freehold,2,1
1850000,1948,Fully Furnished,Freehold,1,1
250000,855,Semi Furnished,Freehold,1,1
1380000,3000,Semi Furnished,Freehold,2,1
348000,1100,Semi Furnished,Freehold,2,1
465000,1060,Semi Furnished,Freehold,1,1
430000,1600,Semi Furnished,Freehold,1,1
550000,1704,Semi Furnished,Freehold,2,1
690000,1454,Fully Furnished,Freehold,1,1
408000,900,Semi Furnished,Freehold,2,0
950000,1280,Semi Furnished,Freehold,1,1
575000,800,Semi Furnished,Freehold,1,1
288000,1000,Fully Furnished,Freehold,1,1
485000,1600,Unfurnished,Freehold,2,1
248000,693,Semi Furnished,Freehold,1,1
680000,1860,Unfurnished,Freehold,2,1
440000,900,Unfurnished,Freehold,1,1
385000,950,Fully Furnished,Leasehold,1,1
1450000,2002,Semi Furnished,Freehold,1,1
680000,1024,Fully Furnished,Freehold,1,1
735000,2299,Fully Furnished,Freehold,1,1
425000,1100,Fully Furnished,Freehold,1,1
380000,1400,Unfurnished,Freehold,2,1
980000,2560,Semi Furnished,Freehold,2,1
435000,850,Semi Furnished,Freehold,1,1
1438000,871,Fully Furnished,Freehold,1,1
280000,913,Unfurnished,Freehold,1,0
1050000,1450,Fully Furnished,Freehold,1,0
650000,937,Semi Furnished,Freehold,1,1
428000,1093,Fully Furnished,Freehold,1,1
800000,1453,Semi Furnished,Freehold,1,1
320000,915,Semi Furnished,Freehold,1,1
366000,915,Unfurnished,Freehold,1,1
846000,1470,Unfurnished,Freehold,1,1
570000,1730,Semi Furnished,Freehold,1,1
510000,1110,Semi Furnished,Freehold,1,1
820000,2300,Semi Furnished,Freehold,2,1
720000,1000,Fully Furnished,Freehold,1,1
390000,1100,Unfurnished,Freehold,2,1
400000,1300,Semi Furnished,Freehold,2,1
210000,550,Semi Furnished,Freehold,1,1
620000,1050,Semi Furnished,Freehold,1,1
330000,987,Unfurnished,Freehold,1,1
830000,1825,Semi Furnished,Freehold,2,1
580000,1313,Semi Furnished,Freehold,1,1
280000,650,Unfurnished,Leasehold,1,1
530000,1050,Semi Furnished,Freehold,1,1
420000,906,Unfurnished,Leasehold,1,1
430000,1231,Semi Furnished,Freehold,1,1
850000,1980,Semi Furnished,Freehold,1,1
565000,1722,Semi Furnished,Freehold,2,1
900000,1284,Unfurnished,Freehold,2,1
578000,1604,Unfurnished,Freehold,2,1
660000,2000,Semi Furnished,Freehold,2,1
220000,840,Semi Furnished,Freehold,1,1
765000,1300,Semi Furnished,Freehold,2,1
1100000,1100,Fully Furnished,Freehold,1,1
630000,850,Semi Furnished,Freehold,1,0
320000,877,Semi Furnished,Freehold,1,1
450000,901,Semi Furnished,Freehold,1,1
450000,1205,Semi Furnished,Freehold,1,1
515000,1000,Unfurnished,Freehold,2,1
345000,957,Unfurnished,Freehold,1,1
185000,650,Unfurnished,Freehold,1,1
1100000,3500,Semi Furnished,Freehold,2,1
779000,2200,Semi Furnished,Freehold,2,1
250000,957,Unfurnished,Freehold,1,1
430000,1170,Unfurnished,Freehold,2,1
452000,1058,Unfurnished,Freehold,1,1
790000,1840,Semi Furnished,Freehold,2,1
450000,850,Fully Furnished,Freehold,1,1
710000,1023,Semi Furnished,Freehold,1,1
445000,880,Fully Furnished,Freehold,1,1
528000,1800,Semi Furnished,Freehold,2,1
1800000,1906,Fully Furnished,Freehold,1,1
550000,1980,Unfurnished,Freehold,2,1
380000,1011,Semi Furnished,Freehold,1,0
230000,850,Unfurnished,Freehold,1,0
450000,1400,Semi Furnished,Freehold,2,1
575000,1650,Semi Furnished,Freehold,2,1
600000,1100,Semi Furnished,Freehold,1,1
250000,868,Semi Furnished,Freehold,1,1
519050,1600,Semi Furnished,Freehold,2,1
250000,800,Semi Furnished,Freehold,1,1
320000,888,Semi Furnished,Freehold,1,1
400000,900,Unfurnished,Freehold,2,1
800000,2552,Fully Furnished,Freehold,2,1
388000,921,Unfurnished,Freehold,1,1
790000,2420,Semi Furnished,Freehold,2,1
265000,750,Unfurnished,Leasehold,1,1
395000,1200,Unfurnished,Freehold,2,1
425000,849,Unfurnished,Freehold,1,1
620000,764,Fully Furnished,Freehold,1,1
680000,1650,Semi Furnished,Freehold,2,1
680000,1500,Unfurnished,Freehold,2,1
830000,1800,Semi Furnished,Freehold,2,1
868000,2600,Fully Furnished,Freehold,2,1
800000,1560,Semi Furnished,Freehold,1,1
660000,1200,Unfurnished,Freehold,2,1
640000,2000,Unfurnished,Freehold,2,1
550000,1050,Unfurnished,Freehold,2,1
328800,965,Semi Furnished,Freehold,1,1
600000,991,Semi Furnished,Freehold,1,1
430000,1018,Semi Furnished,Freehold,1,1
440000,1170,Semi Furnished,Freehold,2,1
870000,2600,Fully Furnished,Leasehold,2,1
233000,793,Unfurnished,Freehold,1,1
490000,1760,Unfurnished,Freehold,2,1
650000,1206,Semi Furnished,Freehold,1,1
500000,856,Semi Furnished,Freehold,1,1
550000,1800,Semi Furnished,Freehold,2,1
890000,1300,Unfurnished,Freehold,1,1
328000,797,Fully Furnished,Freehold,1,1
370000,895,Semi Furnished,Freehold,1,1
245000,700,Unfurnished,Freehold,1,1
900000,2400,Semi Furnished,Freehold,2,1
650000,1900,Unfurnished,Freehold,2,1
1280000,2916,Unfurnished,Freehold,2,1
850000,1750,Semi Furnished,Freehold,2,1
750000,1030,Fully Furnished,Freehold,1,1
310000,700,Semi Furnished,Freehold,1,1
558000,1000,Semi Furnished,Freehold,1,1
485000,1250,Fully Furnished,Freehold,1,1
589000,1582,Fully Furnished,Freehold,1,1
560000,1630,Unfurnished,Freehold,2,1
420000,1638,Unfurnished,Freehold,2,1
1670000,2140,Fully Furnished,Freehold,1,1
430000,1500,Semi Furnished,Freehold,1,1
275000,500,Fully Furnished,Freehold,1,1
150000,675,Semi Furnished,Leasehold,0,1
340000,1027,Semi Furnished,Freehold,1,1
365000,1098,Fully Furnished,Freehold,1,1
690000,1540,Semi Furnished,Freehold,2,1
975000,2650,Semi Furnished,Freehold,2,1
650000,1151,Semi Furnished,Freehold,1,1
285000,986,Semi Furnished,Freehold,1,1
360000,1400,Unfurnished,Freehold,2,1
428000,1168,Semi Furnished,Freehold,1,1
675000,1400,Semi Furnished,Freehold,2,1
460000,1500,Fully Furnished,Leasehold,2,0
288000,1400,Semi Furnished,Leasehold,2,1
599000,2250,Unfurnished,Freehold,2,1
150000,680,Unfurnished,Leasehold,1,1
850000,2508,Semi Furnished,Freehold,2,1
875000,1100,Semi Furnished,Freehold,2,1
470000,1600,Semi Furnished,Freehold,2,1
330000,810,Unfurnished,Freehold,1,1
455000,1100,Unfurnished,Leasehold,2,1
680000,1950,Semi Furnished,Freehold,2,1
1600000,1838,Semi Furnished,Leasehold,1,1
1880000,891,Fully Furnished,Freehold,1,1
820000,1102,Fully Furnished,Freehold,1,1
500000,900,Semi Furnished,Freehold,1,1
340000,1124,Unfurnished,Freehold,1,1
567000,1729,Unfurnished,Freehold,2,1
730000,1750,Unfurnished,Freehold,2,1
650000,717,Fully Furnished,Freehold,1,1
830000,1800,Semi Furnished,Freehold,2,1
279999,833,Unfurnished,Freehold,1,1
1100000,1227,Semi Furnished,Leasehold,1,1
450000,1100,Unfurnished,Leasehold,1,1
800000,1228,Fully Furnished,Leasehold,1,1
550000,1700,Unfurnished,Freehold,2,1
365000,860,Semi Furnished,Leasehold,1,1
568000,2250,Unfurnished,Freehold,0,1
199000,735,Semi Furnished,Freehold,1,1
1300000,1464,Fully Furnished,Freehold,1,1
740000,2500,Semi Furnished,Freehold,2,1
610000,1432,Semi Furnished,Freehold,1,1
620000,800,Semi Furnished,Freehold,1,1
330000,1140,Semi Furnished,Freehold,1,1
449999,1722,Unfurnished,Freehold,2,1
410000,1272,Semi Furnished,Freehold,1,1
460000,1231,Semi Furnished,Freehold,1,1
320000,850,Semi Furnished,Freehold,1,1
350000,1000,Semi Furnished,Freehold,2,1
430000,912,Unfurnished,Freehold,1,0
540000,1206,Semi Furnished,Freehold,1,1
338000,957,Fully Furnished,Leasehold,1,1
750000,1900,Semi Furnished,Freehold,2,1
420000,936,Semi Furnished,Freehold,1,1
320000,962,Semi Furnished,Freehold,1,1
720000,1800,Semi Furnished,Freehold,2,1
388000,1003,Unfurnished,Freehold,1,1
355000,886,Unfurnished,Freehold,1,1
550000,1760,Semi Furnished,Freehold,2,1
549000,1376,Fully Furnished,Freehold,1,1
680000,915,Semi Furnished,Freehold,1,1
381000,679,Semi Furnished,Freehold,1,1
245000,1080,Unfurnished,Freehold,1,1
408000,1080,Semi Furnished,Freehold,2,1
480000,1100,Unfurnished,Freehold,1,1
199000,735,Semi Furnished,Freehold,1,1
840000,1335,Semi Furnished,Freehold,1,1
310000,486,Fully Furnished,Freehold,1,1
153000,1000,Semi Furnished,Leasehold,2,1
350000,1539,Semi Furnished,Leasehold,2,1
865000,1256,Fully Furnished,Freehold,1,1
525000,850,Semi Furnished,Freehold,1,1
415000,1021,Unfurnished,Freehold,1,1
565000,891,Unfurnished,Freehold,1,1
273000,861,Semi Furnished,Freehold,1,1
1600000,1200,Fully Furnished,Freehold,1,1
199000,837,Unfurnished,Leasehold,1,1
670000,1625,Unfurnished,Freehold,2,1
359000,660,Semi Furnished,Freehold,1,1
860000,1400,Unfurnished,Freehold,1,1
480000,1800,Unfurnished,Leasehold,2,1
890000,1636,Unfurnished,Freehold,1,1
1025290,1399,Semi Furnished,Leasehold,1,1
550000,1021,Fully Furnished,Freehold,1,1
1380000,2900,Semi Furnished,Freehold,2,1
120000,650,Unfurnished,Leasehold,1,1
360000,1059,Unfurnished,Leasehold,1,1
750000,1760,Unfurnished,Leasehold,2,1
199000,735,Semi Furnished,Freehold,1,1
550000,1700,Semi Furnished,Freehold,2,1
850000,1257,Semi Furnished,Freehold,1,1
639000,2020,Unfurnished,Freehold,2,1
560000,2250,Unfurnished,Freehold,2,1
558000,1300,Semi Furnished,Freehold,1,1
629999,907,Semi Furnished,Freehold,1,1
519000,1892,Unfurnished,Leasehold,2,1
950000,2600,Fully Furnished,Freehold,2,1
270000,1000,Semi Furnished,Freehold,2,1
500000,1500,Semi Furnished,Freehold,2,1
680000,1021,Fully Furnished,Freehold,1,1
180000,807,Semi Furnished,Leasehold,1,1
860000,2200,Semi Furnished,Freehold,2,1
1050000,1650,Semi Furnished,Freehold,2,1
450000,1300,Unfurnished,Freehold,2,1
780000,1650,Unfurnished,Freehold,2,1
320000,1006,Semi Furnished,Freehold,1,1
950000,2200,Fully Furnished,Freehold,1,1
595000,1600,Semi Furnished,Freehold,2,1
170000,650,Unfurnished,Freehold,1,1
720000,635,Fully Furnished,Freehold,1,1
320000,1100,Semi Furnished,Freehold,2,1
565000,1604,Unfurnished,Leasehold,2,1
258000,1400,Unfurnished,Freehold,2,1
450000,1700,Unfurnished,Freehold,2,1
145000,750,Semi Furnished,Freehold,1,1
330000,720,Semi Furnished,Freehold,2,1
475000,1400,Semi Furnished,Freehold,2,1
265000,845,Unfurnished,Freehold,1,1
170000,550,Semi Furnished,Freehold,1,1
1100000,1600,Fully Furnished,Freehold,1,1
395000,952,Semi Furnished,Freehold,1,1
335000,1007,Unfurnished,Freehold,1,1
420000,906,Unfurnished,Leasehold,1,1
900000,2806,Semi Furnished,Freehold,1,1
1550000,4200,Unfurnished,Freehold,2,1
585000,2400,Semi Furnished,Freehold,2,1
700000,1450,Semi Furnished,Freehold,2,1
650000,969,Semi Furnished,Leasehold,1,1
550000,1171,Semi Furnished,Freehold,1,1
408880,2000,Unfurnished,Freehold,2,0
320000,965,Semi Furnished,Freehold,1,1
160000,650,Unfurnished,Freehold,1,1
500000,1200,Unfurnished,Freehold,2,1
700000,1316,Semi Furnished,Freehold,1,1
308000,1010,Unfurnished,Freehold,1,1
300000,960,Unfurnished,Freehold,1,0
1950000,2535,Fully Furnished,Freehold,1,1
270000,850,Semi Furnished,Freehold,1,1
1550000,1635,Unfurnished,Freehold,1,1
649000,2000,Fully Furnished,Freehold,2,1
230000,883,Unfurnished,Freehold,1,0
850000,1400,Fully Furnished,Freehold,2,1
330000,1134,Unfurnished,Freehold,2,1
680000,1390,Fully Furnished,Freehold,1,1
255000,888,Unfurnished,Freehold,1,1
380000,1200,Unfurnished,Freehold,2,1
198000,1500,Unfurnished,Freehold,2,1
610000,1378,Fully Furnished,Freehold,1,1
970000,2000,Fully Furnished,Freehold,1,1
949000,1909,Semi Furnished,Freehold,1,1
220000,800,Semi Furnished,Leasehold,1,1
1020000,3300,Semi Furnished,Freehold,2,0
153000,650,Unfurnished,Leasehold,1,1
1050000,2300,Semi Furnished,Freehold,2,1
500000,1200,Semi Furnished,Freehold,2,1
460000,1237,Semi Furnished,Freehold,1,1
260000,850,Unfurnished,Freehold,1,1
358000,1097,Semi Furnished,Freehold,1,1
390000,2971,Semi Furnished,Freehold,2,1
275000,1650,Unfurnished,Freehold,2,1
472100,700,Semi Furnished,Freehold,1,1
180000,884,Unfurnished,Freehold,1,1
1400000,2200,Semi Furnished,Freehold,1,1
183000,1484,Unfurnished,Freehold,1,0
1050000,1450,Fully Furnished,Freehold,1,0
950000,980,Fully Furnished,Freehold,1,1
380000,1166,Unfurnished,Freehold,2,1
799088,1033,Unfurnished,Freehold,1,1
358000,950,Semi Furnished,Freehold,1,1
450000,1184,Unfurnished,Freehold,1,1
949999,2200,Unfurnished,Freehold,2,1
550000,1966,Unfurnished,Leasehold,2,1
425000,1288,Fully Furnished,Freehold,1,1
240000,790,Unfurnished,Freehold,2,1
670000,2226,Unfurnished,Freehold,2,1
255000,1195,Unfurnished,Freehold,1,1
150000,614,Unfurnished,Freehold,1,1
1600000,2453,Fully Furnished,Freehold,1,1
549009,1328,Unfurnished,Freehold,1,1
600000,1350,Semi Furnished,Freehold,2,1
490000,1500,Fully Furnished,Freehold,2,1
555000,16000,Unfurnished,Freehold,2,1
880000,1902,Fully Furnished,Leasehold,1,1
120000,621,Semi Furnished,Freehold,1,1
500000,930,Unfurnished,Freehold,1,1
680000,1817,Semi Furnished,Freehold,2,1
310000,950,Semi Furnished,Freehold,1,1
480000,1080,Semi Furnished,Freehold,1,1
320000,1020,Semi Furnished,Freehold,1,1
480000,1264,Unfurnished,Freehold,2,1
529100,1474,Unfurnished,Freehold,2,1
1100000,1650,Semi Furnished,Freehold,2,1
470000,1380,Semi Furnished,Freehold,2,1
310000,1050,Semi Furnished,Leasehold,2,1
380000,928,Semi Furnished,Freehold,1,1
290000,747,Semi Furnished,Freehold,1,1
1300000,2286,Fully Furnished,Freehold,1,1
370000,865,Unfurnished,Leasehold,1,1
268000,826,Fully Furnished,Freehold,1,1
380000,550,Semi Furnished,Freehold,1,1
400000,1010,Semi Furnished,Freehold,1,1
1800000,1299,Fully Furnished,Freehold,1,1
500000,1400,Semi Furnished,Freehold,2,1
465000,1150,Semi Furnished,Leasehold,2,1
380000,1400,Semi Furnished,Freehold,2,1
250000,1000,Unfurnished,Freehold,1,1
69000,655,Semi Furnished,Freehold,1,1
895000,1650,Unfurnished,Freehold,2,0
420000,2648,Unfurnished,Freehold,2,1
1080000,1800,Semi Furnished,Freehold,0,1
483000,2190,Semi Furnished,Freehold,2,0
350000,839,Unfurnished,Freehold,1,1
460000,948,Semi Furnished,Freehold,1,1
1200000,1941,Semi Furnished,Freehold,2,1
660000,2080,Unfurnished,Freehold,2,0
290000,1200,Semi Furnished,Freehold,2,1
515000,1800,Unfurnished,Freehold,2,1
380000,850,Unfurnished,Leasehold,1,1
1048999,1746,Unfurnished,Freehold,1,1
532799,1184,Unfurnished,Freehold,1,1
350000,1007,Unfurnished,Freehold,1,1
480000,1400,Unfurnished,Freehold,2,1
535000,1011,Semi Furnished,Freehold,1,1
400000,1100,Semi Furnished,Freehold,1,1
410000,808,Fully Furnished,Freehold,1,1
1560000,995,Semi Furnished,Freehold,1,1
168000,1200,Semi Furnished,Freehold,2,1
500000,1900,Semi Furnished,Freehold,2,1
615000,1000,Fully Furnished,Leasehold,1,1
450000,1422,Semi Furnished,Freehold,2,1
225000,827,Semi Furnished,Leasehold,1,1
650000,1000,Fully Furnished,Freehold,1,1
1350000,2580,Fully Furnished,Freehold,2,1
535000,750,Semi Furnished,Freehold,1,1
215000,840,Semi Furnished,Freehold,1,1
499000,1250,Semi Furnished,Freehold,2,1
645000,950,Semi Furnished,Freehold,1,1
650000,1393,Semi Furnished,Freehold,1,1
295000,1055,Semi Furnished,Freehold,1,1
820000,781,Semi Furnished,Freehold,1,1
1800000,2684,Unfurnished,Freehold,2,1
185000,689,Unfurnished,Freehold,1,1
260000,600,Fully Furnished,Freehold,1,0
500000,1250,Unfurnished,Freehold,2,1
580000,1800,Unfurnished,Freehold,2,0
295000,955,Semi Furnished,Freehold,1,1
467800,840,Semi Furnished,Freehold,1,1
250000,860,Semi Furnished,Freehold,1,1
780000,1115,Semi Furnished,Freehold,1,1
409000,1000,Semi Furnished,Freehold,2,1
719800,950,Semi Furnished,Freehold,1,1
849000,999,Semi Furnished,Freehold,1,1
450000,1440,Semi Furnished,Freehold,2,1
450000,950,Semi Furnished,Freehold,2,1
400000,946,Unfurnished,Freehold,1,1
705000,876,Semi Furnished,Freehold,1,1
518000,1988,Unfurnished,Freehold,2,1
650000,1200,Fully Furnished,Freehold,1,1
660000,1208,Unfurnished,Freehold,2,1
940000,1283,Fully Furnished,Freehold,1,1
900000,912,Fully Furnished,Freehold,1,1
645000,743,Fully Furnished,Freehold,1,1
230000,550,Fully Furnished,Freehold,1,1
1050000,1450,Fully Furnished,Freehold,1,0
308000,900,Semi Furnished,Freehold,2,1
1500000,1878,Semi Furnished,Freehold,1,1
560000,818,Semi Furnished,Freehold,1,1
530000,1000,Semi Furnished,Freehold,1,0
510000,662,Semi Furnished,Freehold,1,1
775000,1100,Semi Furnished,Freehold,2,1
280000,935,Unfurnished,Leasehold,1,1
899000,1500,Unfurnished,Freehold,2,1
450000,1500,Unfurnished,Freehold,2,1
618000,882,Semi Furnished,Leasehold,1,1
990000,1475,Fully Furnished,Freehold,1,1
1050000,1450,Fully Furnished,Freehold,1,0
450000,2000,Unfurnished,Freehold,2,1
210000,768,Unfurnished,Leasehold,1,1
330000,998,Unfurnished,Freehold,1,1
870000,2100,Semi Furnished,Freehold,2,1
310000,1050,Unfurnished,Freehold,1,1
250000,1488,Unfurnished,Freehold,1,1
320000,980,Semi Furnished,Freehold,1,1
600000,1122,Semi Furnished,Freehold,1,1
400000,1080,Semi Furnished,Freehold,2,1
948000,2200,Semi Furnished,Freehold,2,1
348000,950,Unfurnished,Freehold,1,0
200000,650,Unfurnished,Freehold,1,1
265000,974,Unfurnished,Freehold,1,1
340000,966,Unfurnished,Freehold,1,1
180000,1200,Unfurnished,Leasehold,2,1
735000,1112,Semi Furnished,Freehold,1,1
490000,1165,Semi Furnished,Freehold,1,1
850000,2400,Semi Furnished,Freehold,2,1
500000,1160,Semi Furnished,Freehold,1,1
490000,1172,Fully Furnished,Freehold,1,1
1300000,1650,Fully Furnished,Freehold,1,1
220000,850,Unfurnished,Freehold,1,1
915000,2300,Semi Furnished,Freehold,2,1
758000,872,Fully Furnished,Freehold,1,1
1400000,3304,Unfurnished,Freehold,2,1
330000,1255,Semi Furnished,Leasehold,1,1
660000,1500,Semi Furnished,Freehold,2,1
1066000,1201,Semi Furnished,Freehold,1,1
320000,1284,Unfurnished,Freehold,2,1
510000,900,Fully Furnished,Leasehold,1,1
395000,915,Fully Furnished,Freehold,1,1
1050000,1759,Unfurnished,Leasehold,1,1
590000,1280,Unfurnished,Freehold,2,1
509044,831,Semi Furnished,Freehold,1,1
328000,850,Unfurnished,Freehold,1,1
835000,2000,Fully Furnished,Freehold,2,1
365000,912,Fully Furnished,Leasehold,1,1
1050000,1450,Fully Furnished,Freehold,1,0
1250000,1745,Fully Furnished,Freehold,1,1
1900000,2356,Fully Furnished,Freehold,1,1
860000,1550,Fully Furnished,Freehold,1,1
300000,1585,Unfurnished,Leasehold,2,1
300000,874,Unfurnished,Freehold,1,1
495000,1100,Semi Furnished,Freehold,1,1
419000,1050,Semi Furnished,Freehold,1,1
275000,700,Unfurnished,Freehold,1,1
460000,720,Unfurnished,Freehold,2,1
499000,1000,Semi Furnished,Freehold,2,1
1690000,2513,Fully Furnished,Freehold,1,1
575000,1900,Unfurnished,Freehold,2,1
1850000,2800,Semi Furnished,Freehold,2,1
650000,1396,Fully Furnished,Freehold,1,0
390000,1050,Unfurnished,Freehold,1,0
570000,1700,Semi Furnished,Freehold,2,1
440000,1540,Unfurnished,Freehold,2,1
1240000,5040,Semi Furnished,Freehold,2,1
428000,800,Semi Furnished,Freehold,1,1
695000,1300,Semi Furnished,Freehold,2,1
240000,895,Semi Furnished,Freehold,1,1
369000,1270,Semi Furnished,Freehold,1,0
300000,872,Semi Furnished,Freehold,1,1
300000,986,Semi Furnished,Freehold,1,0
130000,678,Unfurnished,Freehold,1,1
700000,1800,Semi Furnished,Freehold,2,1
320000,1271,Fully Furnished,Freehold,1,0
710000,2305,Semi Furnished,Freehold,1,1
840000,1384,Fully Furnished,Freehold,1,1
1100000,2800,Unfurnished,Freehold,2,1
155000,650,Unfurnished,Freehold,1,1
370000,981,Semi Furnished,Freehold,2,1
350000,900,Semi Furnished,Freehold,2,1
106200,619,Unfurnished,Freehold,1,1
900000,2800,Semi Furnished,Freehold,2,1
265000,974,Unfurnished,Freehold,1,1
1200000,1400,Unfurnished,Leasehold,0,1
300000,815,Unfurnished,Freehold,1,1
528000,1100,Semi Furnished,Freehold,1,1
400000,1042,Semi Furnished,Leasehold,1,1
420000,1000,Semi Furnished,Freehold,2,1
500000,1050,Unfurnished,Freehold,1,1
524000,1212,Semi Furnished,Freehold,1,1
1290000,3500,Fully Furnished,Freehold,2,1
575000,800,Semi Furnished,Freehold,1,1
1400000,1920,Fully Furnished,Freehold,2,1
179800,900,Unfurnished,Leasehold,2,1
470000,2000,Semi Furnished,Freehold,2,0
365000,900,Unfurnished,Leasehold,2,1
1100000,1700,Semi Furnished,Freehold,1,1
425000,1076,Unfurnished,Freehold,2,0
560000,1550,Unfurnished,Freehold,1,1
523000,1045,Unfurnished,Freehold,1,1
650000,3880,Unfurnished,Freehold,2,1
820000,850,Fully Furnished,Freehold,1,1
469000,1518,Unfurnished,Freehold,2,1
387000,1600,Unfurnished,Freehold,2,1
698000,3058,Unfurnished,Freehold,2,1
465000,1540,Semi Furnished,Freehold,2,1
600000,1800,Unfurnished,Freehold,2,1
299000,977,Fully Furnished,Leasehold,1,1
368000,839,Semi Furnished,Freehold,1,1
700000,1254,Semi Furnished,Freehold,1,1
479000,2097,Semi Furnished,Freehold,2,1
