Price,Built_Up,Furnishing,Tenure,carpark,classification
740000,1000,Fully Furnished,Freehold,1,1
155000,678,Unfurnished,Freehold,1,1
595000,1600,Semi Furnished,Freehold,2,1
450000,2200,Unfurnished,Freehold,2,1
400000,945,Semi Furnished,Freehold,1,1
340000,756,Semi Furnished,Freehold,2,1
288000,1214,Semi Furnished,Freehold,1,1
630000,1328,Fully Furnished,Leasehold,1,1
98000,300,Fully Furnished,Leasehold,1,1
440000,1058,Unfurnished,Freehold,1,1
378000,1206,Semi Furnished,Leasehold,1,1
475000,1257,Unfurnished,Freehold,1,1
410000,1540,Semi Furnished,Freehold,2,1
800000,1268,Fully Furnished,Freehold,1,1
370000,1200,Unfurnished,Freehold,2,1
728000,1430,Unfurnished,Leasehold,1,1
250000,605,Fully Furnished,Freehold,1,1
461000,899,Unfurnished,Freehold,1,1
520000,1700,Unfurnished,Leasehold,2,1
380000,1400,Unfurnished,Freehold,2,1
338000,1540,Unfurnished,Freehold,2,1
148000,725,Semi Furnished,Freehold,1,1
570000,716,Semi Furnished,Freehold,1,1
430000,938,Unfurnished,Freehold,1,1
165000,960,Semi Furnished,Freehold,2,1
310000,865,Unfurnished,Freehold,1,1
1100000,2200,Semi Furnished,Freehold,2,1
560000,1400,Semi Furnished,Leasehold,2,1
750000,1650,Semi Furnished,Freehold,2,1
445000,900,Semi Furnished,Freehold,1,1
820000,1268,Semi Furnished,Freehold,1,1
360000,1000,Semi Furnished,Freehold,2,1
215000,635,Semi Furnished,Leasehold,1,1
915000,1650,Semi Furnished,Freehold,2,1
570000,875,Unfurnished,Freehold,1,1
880000,1800,Semi Furnished,Freehold,2,1
460000,630,Unfurnished,Freehold,2,1
530000,2400,Unfurnished,Freehold,2,1
350000,918,Semi Furnished,Freehold,1,1
380000,1013,Unfurnished,Freehold,2,1
400000,1207,Semi Furnished,Freehold,1,0
200000,817,Semi Furnished,Freehold,1,1
510000,1010,Fully Furnished,Freehold,1,1
460000,1150,Semi Furnished,Freehold,1,1
160000,680,Unfurnished,Freehold,1,1
158000,823,Semi Furnished,Freehold,1,0
210000,712,Semi Furnished,Freehold,1,1
325000,1380,Semi Furnished,Freehold,2,1
410000,901,Unfurnished,Leasehold,1,1
430000,1800,Unfurnished,Freehold,2,1
650000,2640,Semi Furnished,Freehold,2,1
498000,1200,Semi Furnished,Freehold,2,1
980000,4000,Semi Furnished,Freehold,2,1
250000,800,Unfurnished,Freehold,1,1
650000,1440,Semi Furnished,Freehold,2,1
640000,2016,Unfurnished,Freehold,2,1
260000,1496,Semi Furnished,Leasehold,2,1
550000,1500,Semi Furnished,Freehold,2,1
520000,960,Fully Furnished,Freehold,1,1
390000,1800,Semi Furnished,Freehold,2,1
320000,735,Semi Furnished,Freehold,1,1
635000,1600,Semi Furnished,Freehold,2,1
380000,518,Semi Furnished,Freehold,1,1
390000,904,Semi Furnished,Leasehold,1,0
355000,11000,Semi Furnished,Freehold,1,1
360000,871,Semi Furnished,Freehold,2,1
627000,94040940,Unfurnished,Freehold,1,1
605000,1019,Unfurnished,Freehold,1,1
550000,1300,Semi Furnished,Freehold,2,1
360000,720,Fully Furnished,Freehold,1,1
205000,700,Unfurnished,Freehold,1,1
425000,753,Semi Furnished,Freehold,2,1
698000,2146,Fully Furnished,Freehold,2,1
600000,1333,Semi Furnished,Freehold,1,1
355000,1088,Unfurnished,Freehold,1,1
199000,735,Semi Furnished,Freehold,1,1
280000,856,Fully Furnished,Freehold,1,1
240000,1008,Unfurnished,Freehold,1,1
298000,850,Unfurnished,Freehold,1,1
528000,3200,Semi Furnished,Freehold,2,1
335000,1063,Fully Furnished,Freehold,1,1
350000,1100,Semi Furnished,Leasehold,2,1
425000,1620,Semi Furnished,Freehold,2,1
630000,1540,Semi Furnished,Freehold,2,1
330000,872,Unfurnished,Freehold,1,1
350000,774,Semi Furnished,Freehold,1,1
870000,1400,Semi Furnished,Freehold,2,1
684900,1119,Semi Furnished,Freehold,1,1
480000,1460,Unfurnished,Freehold,2,1
658000,1100,Fully Furnished,Freehold,1,1
450000,1106,Unfurnished,Leasehold,1,1
320000,888,Semi Furnished,Freehold,1,1
500000,908,Semi Furnished,Freehold,1,1
540000,670,Semi Furnished,Leasehold,1,1
560000,1242,Semi Furnished,Freehold,1,1
1100000,2278,Semi Furnished,Freehold,1,1
1100000,1333,Unfurnished,Freehold,1,1
290000,800,Semi Furnished,Freehold,1,1
750000,1700,Semi Furnished,Freehold,2,1
360000,918,Semi Furnished,Freehold,1,0
430000,1300,Unfurnished,Freehold,1,1
610300,1907,Unfurnished,Freehold,2,1
207000,814,Unfurnished,Freehold,1,1
550000,2000,Unfurnished,Freehold,2,1
550000,1394,Fully Furnished,Freehold,1,1
320000,888,Semi Furnished,Freehold,1,1
200000,650,Semi Furnished,Freehold,1,1
1180000,2404,Unfurnished,Freehold,2,1
350000,1400,Semi Furnished,Freehold,2,1
1200000,1070,Fully Furnished,Freehold,1,1
1200000,2900,Semi Furnished,Freehold,1,1
298000,700,Unfurnished,Freehold,1,1
680000,1900,Semi Furnished,Freehold,2,1
435000,1130,Semi Furnished,Leasehold,1,1
799000,2203,Semi Furnished,Freehold,2,1
530000,2100,Unfurnished,Freehold,2,1
320000,946,Semi Furnished,Freehold,1,1
718000,2600,Semi Furnished,Freehold,2,1
330000,850,Semi Furnished,Freehold,1,1
500000,1400,Semi Furnished,Freehold,2,1
200000,527,Unfurnished,Freehold,1,1
750000,3000,Semi Furnished,Freehold,2,1
800000,1047,Fully Furnished,Freehold,1,1
480000,1300,Semi Furnished,Freehold,1,1
520000,1695,Semi Furnished,Freehold,1,1
450000,811,Semi Furnished,Freehold,1,1
650000,1800,Semi Furnished,Leasehold,2,1
670000,1680,Fully Furnished,Freehold,2,1
460000,581,Semi Furnished,Freehold,1,1
1050000,1450,Fully Furnished,Freehold,1,0
720000,2189,Unfurnished,Freehold,2,1
280000,874,Semi Furnished,Freehold,1,1
580000,1200,Semi Furnished,Freehold,1,1
1300800,1266,Fully Furnished,Freehold,1,1
240000,829,Unfurnished,Freehold,1,1
300000,600,Unfurnished,Freehold,1,1
500000,850,Semi Furnished,Freehold,1,1
479990,1255,Fully Furnished,Freehold,1,1
940000,2000,Unfurnished,Freehold,2,1
1400000,7200,Semi Furnished,Freehold,2,1
864720,2846,Unfurnished,Freehold,2,1
600000,1035,Semi Furnished,Freehold,1,0
360000,780,Semi Furnished,Freehold,1,0
470000,1700,Unfurnished,Freehold,2,1
255000,850,Semi Furnished,Leasehold,1,1
995000,1092,Fully Furnished,Freehold,1,1
365000,900,Fully Furnished,Freehold,1,1
598000,1797,Fully Furnished,Freehold,1,1
499000,1325,Fully Furnished,Freehold,1,1
440000,1149,Semi Furnished,Freehold,1,1
265000,815,Unfurnished,Leasehold,1,1
388000,1000,Unfurnished,Freehold,1,1
365000,926,Fully Furnished,Freehold,1,1
800000,2100,Fully Furnished,Freehold,2,1
620000,4000,Unfurnished,Freehold,2,1
590000,2730,Semi Furnished,Freehold,2,1
380000,759,Semi Furnished,Freehold,1,1
645000,1003,Semi Furnished,Freehold,1,1
358000,1259,Fully Furnished,Freehold,1,1
528000,1640,Unfurnished,Freehold,2,1
350000,1430,Semi Furnished,Freehold,2,1
900000,1020,Fully Furnished,Freehold,1,1
1050000,2800,Fully Furnished,Freehold,2,1
500000,1219,Semi Furnished,Freehold,1,1
410000,1540,Unfurnished,Freehold,2,1
260000,600,Fully Furnished,Freehold,1,0
1250000,3086,Semi Furnished,Freehold,2,1
790000,2203,Unfurnished,Freehold,2,1
435000,872,Semi Furnished,Freehold,1,1
950000,2434,Unfurnished,Freehold,1,1
590000,1830,Unfurnished,Freehold,2,1
810000,1200,Semi Furnished,Freehold,1,1
950000,1460,Semi Furnished,Freehold,1,1
1370000,1830,Semi Furnished,Freehold,1,1
1078000,625,Semi Furnished,Freehold,1,1
485000,960,Fully Furnished,Freehold,1,1
370000,865,Unfurnished,Leasehold,1,1
680000,1000,Fully Furnished,Freehold,1,1
450000,1227,Unfurnished,Freehold,1,1
320000,1188,Unfurnished,Leasehold,2,1
369240,960,Unfurnished,Freehold,2,1
475000,1089,Semi Furnished,Leasehold,2,1
1120000,926,Fully Furnished,Freehold,1,1
720000,924,Semi Furnished,Freehold,1,1
370000,850,Semi Furnished,Leasehold,1,1
430000,1138,Semi Furnished,Freehold,1,1
320000,994,Semi Furnished,Leasehold,2,1
460000,770,Fully Furnished,Freehold,1,1
408000,1030,Semi Furnished,Freehold,1,1
690000,2200,Semi Furnished,Freehold,2,0
485000,770,Unfurnished,Freehold,1,1
699000,700,Unfurnished,Freehold,2,1
1200000,2400,Semi Furnished,Freehold,1,1
650000,1015,Semi Furnished,Freehold,1,1
248000,1145,Fully Furnished,Freehold,0,1
357000,717,Unfurnished,Freehold,1,1
319000,1051,Unfurnished,Freehold,1,1
980000,1700,Semi Furnished,Freehold,1,1
260000,800,Semi Furnished,Freehold,1,1
260000,850,Semi Furnished,Leasehold,1,1
375000,934,Semi Furnished,Freehold,1,1
450000,850,Unfurnished,Freehold,1,1
300000,958,Semi Furnished,Freehold,1,1
580000,1300,Semi Furnished,Freehold,2,1
510000,1200,Unfurnished,Freehold,1,1
829000,2600,Semi Furnished,Freehold,2,1
208000,875,Unfurnished,Freehold,1,1
550000,1561,Fully Furnished,Freehold,1,1
600000,1216,Semi Furnished,Freehold,1,1
650000,653,Fully Furnished,Freehold,1,1
450000,1916,Unfurnished,Freehold,2,1
180000,669,Unfurnished,Freehold,1,1
720000,1800,Unfurnished,Freehold,2,1
280000,650,Fully Furnished,Freehold,1,1
495000,1268,Semi Furnished,Freehold,1,1
950000,2500,Unfurnished,Freehold,2,1
580000,1320,Semi Furnished,Freehold,1,1
990000,1723,Semi Furnished,Freehold,1,1
720000,2000,Semi Furnished,Freehold,2,1
450000,1800,Unfurnished,Freehold,2,1
640000,999,Fully Furnished,Freehold,1,0
780000,1500,Unfurnished,Freehold,2,1
729000,2700,Semi Furnished,Freehold,2,0
480000,5125,Semi Furnished,Freehold,2,1
690555,1305,Unfurnished,Freehold,1,1
788000,1600,Semi Furnished,Freehold,2,1
360000,807,Unfurnished,Leasehold,1,1
690000,2750,Unfurnished,Freehold,2,1
375000,820,Fully Furnished,Freehold,1,1
388000,1300,Unfurnished,Freehold,2,1
630000,1260,Fully Furnished,Freehold,1,1
900000,697,Fully Furnished,Freehold,1,1
560000,1191,Semi Furnished,Freehold,1,1
420000,1050,Fully Furnished,Freehold,2,1
420000,1800,Unfurnished,Freehold,2,1
530000,1400,Semi Furnished,Freehold,2,1
490000,881,Semi Furnished,Freehold,1,1
478000,1033,Semi Furnished,Freehold,1,1
350000,1650,Semi Furnished,Freehold,2,1
550000,878,Unfurnished,Freehold,1,0
650000,2174,Semi Furnished,Freehold,2,1
489000,1112,Fully Furnished,Freehold,1,1
375000,1124,Fully Furnished,Freehold,1,1
530000,2150,Semi Furnished,Freehold,2,1
618000,1600,Semi Furnished,Freehold,2,0
360000,1074,Semi Furnished,Freehold,1,1
340000,660,Fully Furnished,Freehold,1,1
780000,1260,Fully Furnished,Freehold,2,1
260000,1102,Semi Furnished,Freehold,1,1
300000,850,Unfurnished,Freehold,1,1
535000,805,Semi Furnished,Freehold,1,1
510000,1140,Semi Furnished,Freehold,1,1
329800,689,Unfurnished,Freehold,1,1
280000,930,Semi Furnished,Leasehold,1,1
518000,1100,Unfurnished,Freehold,2,1
420000,986,Fully Furnished,Freehold,1,1
370000,1600,Unfurnished,Freehold,2,1
1400000,1325,Semi Furnished,Freehold,1,1
330000,1128,Unfurnished,Freehold,2,1
530000,1089,Fully Furnished,Freehold,1,1
494000,1652,Semi Furnished,Freehold,2,1
1196000,1496,Semi Furnished,Freehold,1,1
595000,1350,Fully Furnished,Freehold,1,1
365000,990,Semi Furnished,Freehold,2,1
608000,975,Semi Furnished,Freehold,1,1
730000,1800,Unfurnished,Freehold,2,1
599000,2500,Semi Furnished,Freehold,2,1
820000,3300,Semi Furnished,Freehold,2,1
285000,700,Fully Furnished,Freehold,1,1
345000,1185,Semi Furnished,Freehold,1,1
390000,888,Semi Furnished,Freehold,1,1
460000,988,Semi Furnished,Freehold,1,1
670000,1500,Unfurnished,Freehold,2,1
179999,660,Unfurnished,Freehold,1,1
530000,1400,Unfurnished,Freehold,2,1
850000,1400,Semi Furnished,Freehold,2,1
550000,1400,Semi Furnished,Freehold,2,1
260000,856,Semi Furnished,Freehold,1,1
550000,1162,Semi Furnished,Freehold,1,1
340000,2700,Unfurnished,Freehold,2,1
320000,1000,Unfurnished,Freehold,2,1
69000,700,Unfurnished,Freehold,1,1
750000,823,Fully Furnished,Freehold,1,1
580000,1500,Semi Furnished,Freehold,2,1
205000,814,Unfurnished,Freehold,1,1
380000,880,Semi Furnished,Freehold,1,1
500000,1044,Fully Furnished,Leasehold,1,1
780000,1399,Fully Furnished,Freehold,1,1
713000,1420,Unfurnished,Freehold,1,1
850000,1400,Fully Furnished,Freehold,1,1
530000,1980,Semi Furnished,Freehold,2,1
560000,1240,Unfurnished,Freehold,1,1
830000,1635,Unfurnished,Freehold,2,1
180000,650,Semi Furnished,Freehold,1,1
375000,1076,Unfurnished,Freehold,1,1
288000,977,Fully Furnished,Leasehold,1,1
780000,2151,Unfurnished,Freehold,2,1
710000,3300,Semi Furnished,Leasehold,2,1
485000,850,Semi Furnished,Freehold,1,1
400000,646,Unfurnished,Freehold,1,1
750000,2000,Semi Furnished,Leasehold,1,1
299000,830,Unfurnished,Freehold,1,1
500000,650,Semi Furnished,Freehold,1,1
330000,811,Semi Furnished,Freehold,1,1
450000,2000,Semi Furnished,Freehold,2,1
213000,830,Semi Furnished,Freehold,1,1
270000,751,Fully Furnished,Freehold,0,1
499800,1991,Unfurnished,Freehold,2,1
960000,864,Semi Furnished,Freehold,1,1
150000,650,Unfurnished,Freehold,1,1
1250000,1406,Semi Furnished,Freehold,1,1
949000,2650,Semi Furnished,Freehold,2,1
440000,1540,Semi Furnished,Freehold,2,1
565000,1368,Unfurnished,Freehold,1,1
400000,1800,Unfurnished,Freehold,2,1
237000,700,Fully Furnished,Leasehold,1,1
1243200,1184,Semi Furnished,Freehold,1,1
795000,2400,Unfurnished,Freehold,2,1
275000,1399,Semi Furnished,Freehold,2,1
550000,1044,Fully Furnished,Freehold,1,1
680000,1200,Unfurnished,Freehold,2,1
660000,2100,Unfurnished,Freehold,2,1
295000,988,Semi Furnished,Freehold,1,1
355000,972,Unfurnished,Freehold,1,1
575000,1170,Unfurnished,Freehold,2,1
700000,1276,Unfurnished,Freehold,1,1
535000,1670,Semi Furnished,Freehold,2,1
778800,708,Fully Furnished,Freehold,1,1
368000,1200,Semi Furnished,Freehold,2,1
399000,1400,Unfurnished,Leasehold,2,1
258000,1400,Unfurnished,Leasehold,2,1
280000,690,Semi Furnished,Leasehold,1,1
585000,2010,Unfurnished,Freehold,2,1
670000,2766,Semi Furnished,Freehold,2,1
438000,1159,Semi Furnished,Freehold,1,1
720000,890,Fully Furnished,Freehold,1,1
1250000,1544,Unfurnished,Freehold,1,0
700000,1540,Semi Furnished,Freehold,2,1
310000,926,Unfurnished,Freehold,1,1
290000,684,Semi Furnished,Freehold,1,1
990000,2500,Unfurnished,Freehold,2,1
798000,2109,Unfurnished,Freehold,2,1
360000,1890,Unfurnished,Freehold,1,1
140000,2000,Semi Furnished,Freehold,1,1
330000,960,Semi Furnished,Freehold,1,1
268000,703,Unfurnished,Freehold,0,1
660000,1600,Semi Furnished,Leasehold,2,1
250000,850,Semi Furnished,Freehold,1,1
1080000,1500,Fully Furnished,Freehold,2,1
255000,750,Unfurnished,Freehold,1,1
520000,831,Fully Furnished,Freehold,1,1
420000,1200,Semi Furnished,Freehold,2,1
420000,933,Semi Furnished,Leasehold,1,1
249000,829,Unfurnished,Freehold,1,1
330000,700,Unfurnished,Freehold,1,1
1350000,871,Fully Furnished,Freehold,1,1
750000,1800,Semi Furnished,Freehold,2,1
260000,850,Unfurnished,Freehold,1,1
630000,1800,Semi Furnished,Freehold,2,1
560250,2518,Unfurnished,Freehold,3,1
388000,1170,Semi Furnished,Freehold,2,1
128000,650,Unfurnished,Freehold,1,1
690000,1005,Semi Furnished,Freehold,1,1
260000,901,Semi Furnished,Freehold,1,1
650000,1298,Unfurnished,Freehold,1,1
369000,658,Fully Furnished,Freehold,1,1
530000,1246,Semi Furnished,Leasehold,1,1
598000,1050,Semi Furnished,Freehold,1,1
115000,650,Unfurnished,Freehold,1,1
260000,550,Unfurnished,Freehold,1,1
370000,839,Semi Furnished,Freehold,1,1
630000,1236,Unfurnished,Freehold,1,1
640000,2400,Semi Furnished,Freehold,2,1
870000,2000,Semi Furnished,Freehold,2,1
1180000,4000,Fully Furnished,Freehold,2,1
450000,1300,Semi Furnished,Freehold,2,1
1132800,1399,Semi Furnished,Freehold,1,1
360000,632,Fully Furnished,Freehold,1,1
850000,2300,Semi Furnished,Freehold,2,1
160000,700,Unfurnished,Freehold,1,0
350000,930,Unfurnished,Leasehold,1,1
380000,1011,Fully Furnished,Freehold,1,1
900000,2745,Semi Furnished,Freehold,1,1
235000,900,Unfurnished,Freehold,2,1
460000,1272,Semi Furnished,Freehold,1,1
199000,850,Semi Furnished,Freehold,1,1
350000,800,Unfurnished,Freehold,1,1
488000,1120,Unfurnished,Freehold,1,1
472000,689,Semi Furnished,Freehold,1,1
355000,814,Unfurnished,Freehold,2,1
379000,1400,Unfurnished,Freehold,2,1
158000,1000,Unfurnished,Freehold,1,1
470000,842,Semi Furnished,Freehold,1,1
420000,1072,Semi Furnished,Freehold,1,1
610000,1500,Semi Furnished,Leasehold,1,1
508000,1399,Semi Furnished,Freehold,2,1
270000,987,Unfurnished,Freehold,1,1
1300000,1367,Fully Furnished,Freehold,1,1
785000,1259,Semi Furnished,Freehold,1,0
1450000,2156,Fully Furnished,Freehold,1,1
150000,550,Semi Furnished,Freehold,1,1
450000,1400,Unfurnished,Leasehold,2,1
800000,1500,Semi Furnished,Freehold,2,1
850000,1893,Semi Furnished,Freehold,1,1
459000,687,Fully Furnished,Freehold,1,1
528000,980,Semi Furnished,Freehold,1,1
390000,927,Unfurnished,Freehold,1,1
340000,1100,Semi Furnished,Freehold,1,1
490000,1500,Semi Furnished,Freehold,1,1
740000,1184,Fully Furnished,Leasehold,1,1
260000,842,Semi Furnished,Freehold,1,1
370000,1582,Semi Furnished,Freehold,2,1
650000,2100,Unfurnished,Leasehold,2,1
350000,1020,Semi Furnished,Freehold,1,1
450000,1135,Semi Furnished,Freehold,1,1
515000,770,Semi Furnished,Freehold,1,1
880000,1350,Semi Furnished,Freehold,1,1
480000,950,Unfurnished,Freehold,1,1
639999,1159,Semi Furnished,Freehold,1,1
430000,689,Fully Furnished,Freehold,1,1
360000,910,Semi Furnished,Freehold,1,1
650000,1650,Semi Furnished,Freehold,2,1
399000,1200,Semi Furnished,Freehold,2,1
185000,850,Unfurnished,Freehold,1,1
340000,965,Semi Furnished,Freehold,1,1
250000,500,Semi Furnished,Freehold,1,1
295000,813,Semi Furnished,Freehold,1,1
249000,700,Fully Furnished,Freehold,1,1
452000,1150,Unfurnished,Freehold,1,1
630000,1400,Semi Furnished,Freehold,2,0
999000,1450,Semi Furnished,Freehold,2,1
310000,950,Semi Furnished,Freehold,1,1
1350000,1100,Fully Furnished,Freehold,1,1
510000,1700,Semi Furnished,Freehold,2,1
650000,1400,Unfurnished,Freehold,2,0
375000,1271,Unfurnished,Freehold,1,1
458000,2570,Fully Furnished,Freehold,2,1
375000,1300,Unfurnished,Freehold,2,1
405000,1283,Unfurnished,Freehold,2,1
395000,845,Fully Furnished,Freehold,1,1
199000,735,Semi Furnished,Freehold,1,1
470000,995,Unfurnished,Freehold,1,1
320000,1000,Fully Furnished,Freehold,1,1
450000,1800,Semi Furnished,Freehold,2,1
430000,1400,Semi Furnished,Freehold,1,0
1090000,1756,Fully Furnished,Freehold,1,1
360000,1178,Unfurnished,Freehold,2,1
370000,1000,Semi Furnished,Freehold,2,1
580000,1194,Fully Furnished,Freehold,1,1
1350000,2539,Semi Furnished,Freehold,2,1
240000,1001,Semi Furnished,Freehold,1,1
540000,2660,Semi Furnished,Freehold,2,1
330000,1100,Unfurnished,Freehold,2,1
368000,1000,Unfurnished,Freehold,2,1
550000,1250,Semi Furnished,Freehold,1,1
155000,605,Unfurnished,Leasehold,1,1
328000,1014,Semi Furnished,Leasehold,1,1
540000,1142,Fully Furnished,Freehold,1,1
978000,2800,Unfurnished,Freehold,2,1
900000,1250,Fully Furnished,Freehold,1,1
455000,1250,Semi Furnished,Freehold,2,1
78000,560,Unfurnished,Freehold,1,1
419788,720,Semi Furnished,Freehold,1,1
680000,1019,Semi Furnished,Freehold,1,1
360000,1136,Unfurnished,Freehold,2,1
220000,850,Unfurnished,Leasehold,1,1
280000,700,Semi Furnished,Freehold,1,1
330000,960,Fully Furnished,Freehold,1,0
680000,1020,Fully Furnished,Freehold,1,1
330000,840,Semi Furnished,Freehold,1,1
310000,936,Semi Furnished,Freehold,1,1
710000,1050,Semi Furnished,Freehold,1,1
520000,1018,Fully Furnished,Freehold,1,1
520000,1100,Fully Furnished,Freehold,1,1
670000,2108,Unfurnished,Freehold,2,1
725000,1088,Semi Furnished,Freehold,2,1
420000,855,Unfurnished,Freehold,1,1
209000,737,Unfurnished,Freehold,1,1
388000,1000,Unfurnished,Freehold,1,1
530000,1350,Semi Furnished,Freehold,2,1
930000,1828,Semi Furnished,Freehold,1,1
300000,690,Semi Furnished,Freehold,2,1
270000,600,Semi Furnished,Leasehold,1,1
560000,1100,Unfurnished,Freehold,1,1
697000,1550,Fully Furnished,Freehold,1,1
530000,1791,Fully Furnished,Freehold,2,1
1100000,1400,Semi Furnished,Freehold,1,1
480000,1206,Fully Furnished,Freehold,1,1
820000,1400,Fully Furnished,Freehold,1,1
300000,1200,Unfurnished,Freehold,2,1
440000,1319,Semi Furnished,Freehold,1,1
260000,1048,Fully Furnished,Freehold,1,1
378000,600,Fully Furnished,Freehold,1,1
740000,1831,Semi Furnished,Freehold,2,1
500000,1345,Fully Furnished,Leasehold,1,1
550000,1000,Fully Furnished,Freehold,1,1
350000,956,Semi Furnished,Leasehold,1,1
380000,900,Semi Furnished,Freehold,1,1
429999,1048,Semi Furnished,Freehold,1,1
375000,1740,Unfurnished,Freehold,2,1
560000,818,Unfurnished,Freehold,1,1
990000,1869,Semi Furnished,Freehold,2,1
515000,1200,Unfurnished,Freehold,1,0
385000,950,Fully Furnished,Leasehold,1,1
300000,830,Unfurnished,Freehold,1,1
265000,800,Unfurnished,Freehold,1,1
580000,800,Semi Furnished,Freehold,1,1
648000,1134,Semi Furnished,Freehold,1,0
730000,1870,Unfurnished,Freehold,2,1
460000,996,Semi Furnished,Leasehold,1,1
310000,700,Unfurnished,Freehold,1,1
730000,1610,Fully Furnished,Freehold,1,1
1100000,850,Fully Furnished,Freehold,1,1
550000,3600,Unfurnished,Leasehold,2,1
248000,1540,Semi Furnished,Leasehold,2,1
179000,650,Semi Furnished,Freehold,1,1
870000,1650,Unfurnished,Freehold,2,1
679000,1068,Semi Furnished,Freehold,1,1
668000,2000,Semi Furnished,Freehold,2,1
510000,1267,Fully Furnished,Freehold,1,1
430000,1231,Semi Furnished,Freehold,1,1
285000,850,Unfurnished,Freehold,1,1
370000,875,Unfurnished,Freehold,1,1
550000,1800,Unfurnished,Freehold,2,1
425000,943,Semi Furnished,Freehold,1,1
685000,1080,Unfurnished,Freehold,1,1
999000,1450,Semi Furnished,Freehold,2,1
599000,1700,Unfurnished,Freehold,2,1
475000,700,Semi Furnished,Freehold,1,1
1000000,1970,Fully Furnished,Freehold,1,1
398000,1775,Unfurnished,Freehold,2,1
320000,1014,Unfurnished,Freehold,2,1
840000,2420,Semi Furnished,Leasehold,1,1
1100000,1900,Semi Furnished,Freehold,2,1
720000,2000,Semi Furnished,Freehold,2,1
375000,1271,Unfurnished,Freehold,1,1
560000,2000,Semi Furnished,Freehold,2,1
530000,961,Semi Furnished,Freehold,1,1
462000,2500,Semi Furnished,Freehold,2,0
870000,2151,Unfurnished,Freehold,2,1
430000,2000,Unfurnished,Freehold,2,1
320000,12222,Semi Furnished,Freehold,1,0
760000,1600,Unfurnished,Freehold,2,1
320000,910,Unfurnished,Freehold,1,1
505000,1760,Semi Furnished,Freehold,2,1
1290000,3000,Unfurnished,Freehold,2,1
400000,1052,Unfurnished,Freehold,1,1
405000,1100,Fully Furnished,Freehold,1,0
742900,1020,Semi Furnished,Freehold,1,1
520000,864,Semi Furnished,Leasehold,1,1
345000,900,Semi Furnished,Freehold,1,1
450000,1650,Semi Furnished,Freehold,2,1
390000,1400,Semi Furnished,Freehold,2,1
648912,809,Semi Furnished,Freehold,1,1
480000,1400,Unfurnished,Freehold,2,1
310000,850,Unfurnished,Freehold,1,1
295000,868,Semi Furnished,Freehold,1,1
480000,1893,Fully Furnished,Freehold,2,1
500000,713,Fully Furnished,Freehold,1,1
470000,1800,Semi Furnished,Freehold,2,1
432000,968,Unfurnished,Leasehold,1,1
650000,2100,Fully Furnished,Freehold,1,1
550000,2255,Unfurnished,Freehold,2,1
1100000,2500,Unfurnished,Freehold,2,1
300000,825,Semi Furnished,Freehold,1,1
440000,1720,Semi Furnished,Freehold,2,1
305000,834,Unfurnished,Leasehold,1,1
340000,973,Semi Furnished,Freehold,1,1
300000,1540,Unfurnished,Freehold,2,1
630000,1049,Semi Furnished,Freehold,1,1
480000,2000,Semi Furnished,Freehold,2,1
450000,1143,Fully Furnished,Leasehold,1,1
560000,900,Unfurnished,Freehold,2,1
436000,2500,Semi Furnished,Freehold,2,1
180000,801,Unfurnished,Freehold,1,1
210000,850,Semi Furnished,Freehold,1,1
570000,1650,Unfurnished,Freehold,2,1
326000,1500,Unfurnished,Freehold,2,1
585000,1258,Fully Furnished,Freehold,1,1
798000,2332,Semi Furnished,Freehold,2,1
369000,872,Fully Furnished,Freehold,1,0
950000,1095,Fully Furnished,Freehold,1,1
588000,1313,Semi Furnished,Freehold,1,1
260000,1200,Unfurnished,Freehold,2,1
450000,1087,Unfurnished,Freehold,1,0
440000,1316,Semi Furnished,Freehold,1,1
290000,1400,Semi Furnished,Freehold,2,1
340000,1540,Semi Furnished,Freehold,2,1
420000,1335,Semi Furnished,Freehold,1,1
650000,646,Semi Furnished,Freehold,1,1
545000,1377,Fully Furnished,Freehold,1,1
280000,900,Semi Furnished,Freehold,1,1
199000,735,Semi Furnished,Freehold,1,1
410000,892,Semi Furnished,Freehold,1,1
1100000,890,Semi Furnished,Freehold,1,1
306000,886,Unfurnished,Freehold,2,1
515000,1819,Unfurnished,Freehold,2,1
560000,1091,Unfurnished,Freehold,1,1
820000,1013,Semi Furnished,Freehold,1,1
888000,2100,Semi Furnished,Freehold,2,0
530000,1095,Semi Furnished,Freehold,1,1
889000,1318,Semi Furnished,Freehold,1,1
348000,800,Unfurnished,Freehold,1,1
450000,1300,Semi Furnished,Freehold,2,1
638000,1240,Semi Furnished,Freehold,2,1
473000,1082,Semi Furnished,Freehold,1,1
139000,700,Unfurnished,Freehold,1,1
460000,935,Semi Furnished,Freehold,1,1
199000,735,Semi Furnished,Freehold,1,1
190000,760,Fully Furnished,Freehold,1,1
600000,1098,Fully Furnished,Freehold,1,1
180000,870,Fully Furnished,Freehold,1,0
1200000,1840,Fully Furnished,Freehold,1,1
520000,1300,Fully Furnished,Freehold,1,1
775000,1600,Unfurnished,Freehold,2,1
350000,1006,Unfurnished,Freehold,1,1
755000,2000,Semi Furnished,Freehold,2,1
720000,2960,Unfurnished,Freehold,2,1
530000,1984,Unfurnished,Freehold,2,1
688000,2028,Unfurnished,Freehold,2,1
500000,1960,Semi Furnished,Freehold,2,1
680000,1325,Semi Furnished,Freehold,1,1
