Price,Tenure,Property_Type,Built_Up,Furnishing,Bedroom,Bathroom,Area,classification
538000,0,7,1820,1,4,3,13,0
460000,0,6,1800,1,3,3,14,0
1100000,0,9,2349,1,4,4,9,0
420000,0,10,4400,0,4,2,1,0
370000,0,4,1097,2,3,2,13,0
300000,1,6,1170,2,4,3,13,0
380000,0,9,940,1,3,2,9,0
799000,0,6,2221,2,4,3,13,0
990000,0,9,1488,0,3,4,14,0
486000,1,4,1270,1,3,2,14,1
303000,0,3,904,1,3,2,14,1
820000,0,9,1365,1,4,2,14,1
595000,0,9,1200,2,3,2,3,0
299000,0,9,850,1,3,2,13,0
570000,0,6,2500,2,4,4,9,0
128000,1,3,650,1,3,2,14,0
650000,1,9,1394,2,3,2,14,0
210000,0,3,753,2,3,2,13,0
321999,0,6,2861,2,4,4,13,0
1050000,0,9,1450,0,3,2,10,1
1850000,0,6,3000,1,4,3,14,0
328000,0,9,877,1,3,2,14,0
260000,0,6,1000,1,3,1,13,0
800000,0,6,2800,2,4,3,13,0
400000,0,6,1100,1,3,2,13,0
380000,0,9,901,2,3,2,13,0
400000,1,6,1750,2,4,3,13,0
950000,0,6,2389,2,4,4,13,0
570000,0,6,1170,1,3,3,13,0
660000,0,6,1540,1,4,3,11,0
668000,0,6,1700,1,4,3,13,0
1100000,0,10,2800,1,5,3,13,0
650000,0,9,985,0,3,2,14,0
550000,0,4,751,1,2,2,13,0
150000,0,3,657,2,3,2,13,0
820000,0,4,850,0,2,1,14,0
1180000,0,6,6027,1,4,4,8,0
150000,0,3,650,2,3,3,14,0
290000,0,9,1062,1,3,2,13,0
345000,0,9,708,1,2,2,14,0
430000,0,9,1000,0,3,2,10,0
395000,1,6,1000,1,3,2,13,0
390000,0,6,1300,1,4,2,13,0
365000,0,12,1688,2,3,2,9,0
365000,0,6,1000,2,3,2,13,0
850000,0,6,2000,1,4,3,13,0
338000,0,6,1600,2,4,2,8,0
538000,0,9,1032,1,2,2,14,0
637900,0,9,1124,1,4,2,14,1
265000,0,3,815,0,3,2,13,0
547000,0,10,2000,1,4,2,13,1
610000,0,6,1600,1,4,3,13,0
528000,0,6,3200,1,5,4,13,0
710000,0,6,1500,1,3,2,14,0
385000,1,9,950,0,2,2,14,0
740000,0,9,1037,2,3,2,13,0
540000,1,9,1173,1,3,2,13,0
499900,0,9,1100,1,3,2,14,0
1280000,0,9,786,0,2,1,14,0
335000,0,6,1180,2,4,2,9,0
550000,0,6,3420,2,4,3,13,0
460000,0,9,1333,1,2,2,14,0
650000,0,9,1140,1,3,2,13,0
520000,0,10,1845,1,4,3,13,0
1100000,0,9,1215,0,3,2,14,0
350000,0,9,1098,1,3,2,13,0
270000,0,3,963,2,3,2,13,0
120000,0,3,650,2,3,2,14,1
480000,0,2,1200,1,3,2,14,0
430000,0,6,990,2,4,3,13,0
1300000,0,9,1555,1,3,2,14,0
480000,0,6,1200,1,5,2,13,0
780000,0,9,933,0,2,2,13,1
300000,0,3,800,2,3,2,13,0
255000,0,3,850,1,3,2,13,0
300000,1,3,750,0,3,2,13,0
1180000,0,9,1746,0,4,3,13,0
1630000,1,9,2648,1,3,3,14,0
649000,0,9,800,1,2,2,13,0
410000,0,9,1063,2,3,2,13,0
1550000,0,9,2535,0,4,4,14,0
1100000,0,6,1540,1,4,4,11,0
460000,0,6,1200,1,4,3,13,0
219000,0,9,860,2,3,2,9,0
930000,1,9,1500,0,3,3,10,0
460000,0,2,980,2,3,2,14,0
370000,1,6,1800,1,4,3,13,0
480000,0,6,2615,2,4,4,9,0
735000,0,6,1900,1,4,3,13,0
220000,1,3,830,1,3,2,13,0
300000,0,3,850,2,3,2,13,0
680000,0,9,1116,2,3,2,10,0
1300000,0,2,1700,0,2,3,14,0
750000,0,6,2400,1,4,4,13,0
580000,0,4,883,1,2,2,13,0
700000,0,6,2000,0,4,3,13,0
699000,0,6,1760,1,4,4,11,0
565000,0,6,1508,2,4,3,13,0
1100000,0,5,2448,1,4,3,14,0
795000,0,8,2502,2,4,3,13,0
490000,0,9,1250,0,3,2,13,0
488888,0,6,3789,0,5,4,14,0
700000,0,6,2625,0,4,3,11,0
280000,0,6,700,1,3,2,13,0
375000,0,9,1465,1,4,2,14,0
238000,0,3,1104,1,3,2,13,0
375000,0,9,1271,2,3,2,13,0
500000,1,9,1272,1,4,2,14,0
590000,0,9,1500,0,4,2,14,0
429000,0,6,1093,2,3,2,13,0
150000,0,6,1000,2,3,2,9,0
687000,0,4,807,1,2,2,13,0
800000,1,9,904,0,2,2,13,0
510000,1,9,1050,2,3,2,14,1
430000,0,9,947,2,2,2,13,0
660000,0,8,2405,2,4,3,13,0
1600000,1,6,2830,0,4,4,13,0
628000,0,12,3000,2,5,3,8,0
490000,0,6,1800,1,4,3,13,0
758000,0,6,1600,1,4,4,13,0
500000,0,6,1765,1,4,3,13,0
735000,0,3,1050,0,3,2,10,0
605000,0,6,1170,2,3,2,13,0
230000,1,10,1500,2,4,2,13,0
544000,0,9,1205,1,3,2,12,0
395000,1,6,1400,2,4,2,13,0
570000,0,4,879,1,2,2,13,0
269000,0,3,828,1,3,2,13,0
320000,0,3,750,2,3,2,10,0
730000,0,6,2150,1,4,3,13,0
1000000,0,6,2300,1,4,3,13,0
310000,0,9,700,1,3,2,10,0
620000,0,9,1162,0,3,3,13,0
390000,0,9,1049,1,3,2,13,0
359000,0,4,660,1,2,2,13,0
380000,0,6,1300,2,3,2,13,0
350000,0,9,1040,2,3,2,13,0
380000,0,9,922,1,3,2,14,0
435000,0,9,1058,2,3,2,13,0
370000,1,9,865,2,3,2,14,0
700000,0,9,1700,1,4,3,13,0
520000,0,6,1300,1,4,3,13,0
320000,0,6,1300,0,4,3,8,0
730000,0,9,1442,0,4,2,13,0
420000,0,9,1021,1,3,2,13,1
990000,0,6,2200,1,5,4,13,0
355000,0,9,818,0,3,2,14,0
590000,0,9,1081,1,3,2,14,0
365000,0,6,1100,1,3,2,13,0
654000,0,9,1350,2,4,3,13,0
400000,0,4,950,1,3,2,13,0
950000,0,9,1513,1,4,3,14,0
808000,0,6,2200,1,4,3,13,0
268000,0,3,650,2,2,1,13,0
490000,0,4,1000,1,3,2,14,0
1380000,0,6,2640,1,4,3,13,0
1000000,0,9,1368,0,3,3,14,0
198000,0,3,852,2,3,2,13,0
1100000,0,9,932,0,2,2,14,0
960000,0,6,2512,2,4,4,14,0
800000,0,9,969,0,2,1,14,1
670000,1,9,1118,2,4,3,14,0
529000,0,6,2000,1,4,3,13,0
280000,0,3,903,1,3,2,14,0
1400000,0,4,1119,0,3,2,14,0
1260000,0,9,1200,1,2,2,14,0
440000,0,9,1007,2,3,2,13,0
480000,0,6,2143,0,4,3,13,0
800000,0,9,1335,0,4,3,14,0
342000,0,9,1097,1,3,2,11,1
1700000,0,9,1445,1,3,3,14,0
380000,0,6,800,2,3,2,12,0
320000,0,1,592,2,2,2,13,0
300000,0,4,811,2,3,2,14,0
380000,0,6,1340,2,4,2,13,0
1200000,0,6,2300,1,4,3,13,0
418000,0,9,1308,1,4,3,13,0
550000,0,6,2075,1,4,3,13,0
647000,0,6,1600,1,4,3,13,0
530000,0,9,1300,0,3,3,14,0
645000,0,6,1400,1,4,3,13,0
565000,0,6,1800,2,4,3,13,0
180000,0,3,700,2,3,2,10,0
500000,0,9,1044,1,3,2,13,0
380000,0,6,1000,1,3,2,13,0
362000,0,4,980,2,3,2,13,0
575000,0,12,1700,1,4,2,13,0
688000,0,9,1800,1,4,4,14,1
199000,0,9,735,1,3,2,13,0
730000,0,9,1300,0,3,2,13,0
1200000,0,9,1455,1,3,3,13,0
525000,0,9,1276,2,3,2,13,0
580000,0,12,2000,1,4,3,13,0
430000,0,9,842,2,5,2,14,0
380000,0,3,700,1,3,2,10,0
563888,0,6,2766,2,5,4,9,0
642000,0,9,764,0,2,2,13,0
430000,0,9,1050,0,3,2,14,0
340000,1,6,1350,1,4,3,13,0
550000,0,6,1754,2,4,3,13,0
140000,1,3,650,1,3,2,13,0
620000,1,8,1700,2,3,3,13,0
428000,1,9,1210,2,3,3,13,0
628000,0,6,1300,1,4,3,13,0
1550000,0,9,1680,0,4,3,14,0
250000,0,9,950,1,3,2,14,1
285000,0,3,850,2,3,2,13,0
90000,1,3,506,2,2,2,10,0
428000,0,9,915,1,3,2,13,0
670000,0,6,1620,0,4,3,13,0
499800,1,12,2000,2,4,3,13,0
1050000,0,9,1450,0,3,2,10,1
370000,0,9,855,1,3,2,13,0
2000000,0,4,1800,0,3,3,14,0
250000,0,3,700,2,3,2,12,0
530000,0,6,1350,1,5,3,13,0
267000,0,9,1073,1,2,2,11,0
199000,0,9,735,1,3,2,12,0
680000,0,6,1792,0,4,3,13,0
920000,0,6,2856,1,5,3,14,0
479000,0,3,1091,0,3,2,14,0
630000,0,9,1070,1,3,2,14,1
648000,0,6,1600,2,5,3,14,0
200000,0,3,816,2,3,2,13,0
259000,0,9,936,2,3,2,14,0
255000,0,3,906,1,3,2,11,0
580000,0,9,1380,2,3,2,10,0
410000,0,9,1000,1,3,2,14,0
540000,0,9,990,0,3,2,13,0
190000,0,6,604,1,2,1,14,0
566200,0,6,1969,1,4,4,13,0
520000,0,9,948,0,3,2,14,0
330000,0,3,820,2,3,2,13,0
375000,0,6,1300,2,3,2,13,0
199000,0,9,735,1,3,2,13,0
250000,0,3,888,1,3,2,13,0
245000,0,9,850,2,3,2,13,1
928100,0,6,2546,2,4,4,13,0
530000,0,10,1200,0,4,3,13,0
530000,0,9,1100,2,3,3,14,0
539000,0,9,1200,2,3,2,10,0
330000,0,3,1005,1,3,2,14,0
350000,0,6,880,2,3,2,13,0
776050,0,9,1088,1,4,3,14,0
1200000,0,9,965,0,2,2,6,0
550000,0,9,916,2,3,2,13,0
2000000,0,6,1797,1,4,3,14,0
440000,1,6,1800,1,4,3,13,0
888000,0,6,2200,1,4,3,13,1
430000,1,10,2200,0,4,3,8,0
530000,0,9,1079,1,3,2,14,0
180000,0,3,700,1,2,2,10,0
250000,0,6,900,1,3,2,8,0
1200000,0,6,2720,1,5,3,13,0
500000,0,6,1200,1,4,3,13,0
390000,1,6,1259,1,3,2,13,0
329000,0,2,878,1,4,2,13,0
588920,0,6,1752,2,4,3,13,0
318000,0,6,756,1,3,2,11,0
400000,1,3,1001,1,3,2,14,0
779000,0,8,2298,0,5,3,13,0
950000,0,6,1800,1,4,3,13,0
1500000,0,4,911,0,2,2,14,0
135000,0,3,764,1,3,2,13,0
368000,1,9,1218,2,3,2,13,1
499000,0,6,1200,1,4,3,13,0
580000,0,9,1650,0,4,2,10,0
195000,1,6,1170,1,3,1,8,0
980000,0,6,2400,1,4,3,13,0
685000,0,6,2000,1,4,3,13,0
350000,0,9,913,0,3,2,13,0
988526,0,9,1518,1,4,3,13,0
360000,0,6,1100,1,3,2,13,0
690000,0,9,1100,1,3,4,13,0
430000,1,8,2874,0,4,2,8,0
516000,0,6,1893,2,4,3,13,0
250000,0,3,883,1,3,2,14,0
388000,0,9,800,1,3,2,10,0
265000,1,9,960,2,3,2,14,0
1400000,0,10,2000,0,5,3,10,0
420000,0,6,1563,2,4,3,13,0
449000,1,9,1250,2,3,3,14,0
250000,0,3,975,2,3,2,13,1
145000,0,3,520,1,2,1,10,0
399000,0,6,2800,1,5,4,9,0
500000,0,9,1119,1,3,2,13,0
475000,0,6,1800,2,4,3,13,0
155000,1,6,900,2,3,2,13,0
900000,0,9,924,0,2,2,13,0
388000,0,9,1119,1,3,2,13,0
975000,0,9,1421,0,4,3,13,0
170000,0,3,753,2,3,2,13,0
548000,0,6,1800,1,4,3,13,0
560000,0,6,1500,1,4,3,13,1
650000,0,6,1182,2,4,2,13,0
650000,0,2,1550,1,5,3,10,1
120000,0,3,750,2,3,2,13,0
795000,0,9,1800,1,5,4,14,0
780000,0,9,1129,1,3,2,14,0
360000,0,9,1051,1,3,2,13,0
700000,0,6,2000,2,4,3,13,0
730000,0,6,2160,2,5,4,13,0
510000,0,6,1800,1,5,3,13,0
420000,0,6,1400,1,4,3,13,0
1200000,0,12,2380,2,4,4,11,0
480000,0,12,2400,2,4,2,13,0
580000,0,9,1194,0,3,2,13,0
1390000,0,10,3000,2,5,4,13,0
199000,0,9,735,1,3,2,13,0
275000,0,3,850,1,3,2,13,0
591000,0,9,1491,2,4,3,14,1
720000,0,6,1750,1,4,3,13,0
195000,0,3,592,2,2,1,13,0
250000,0,9,850,1,3,2,14,0
335000,0,3,807,1,3,2,14,0
788000,0,6,1760,1,4,3,13,0
470000,1,10,1500,2,3,2,13,0
1800000,0,6,3600,1,4,3,13,0
320000,0,3,833,1,3,2,14,0
1360000,0,9,2286,1,5,4,13,0
1100000,0,6,2056,2,4,3,13,0
290000,0,6,1400,2,3,2,10,0
528000,0,6,1640,2,4,3,13,0
1600000,1,9,1838,1,3,4,13,0
718000,0,8,2299,0,4,3,13,1
695000,0,6,1600,1,3,3,14,0
570000,0,6,1200,1,3,1,14,0
550000,0,3,1147,1,3,2,13,0
269000,0,3,750,1,3,2,13,0
328000,0,6,1400,2,3,2,8,0
350000,0,10,1357,2,4,2,13,0
1100000,0,9,1582,2,3,2,14,0
460000,0,9,993,0,2,2,14,0
459999,0,9,1805,1,5,4,14,0
467100,0,6,1620,2,4,3,13,0
430000,0,9,1016,0,3,2,13,0
590000,0,6,1300,0,5,3,13,0
1400000,0,6,1800,0,4,4,13,0
300000,0,9,930,1,3,2,14,0
1050000,0,6,2000,1,4,2,14,0
1000000,0,9,1860,1,4,3,14,0
1080000,0,9,1759,1,3,4,13,0
410000,0,9,888,1,3,2,13,0
420000,1,9,906,2,3,2,14,0
259000,1,6,2292,1,4,3,8,1
250000,0,3,925,2,3,2,9,0
1350000,0,7,2000,1,5,3,14,0
375000,0,6,1650,2,3,2,13,0
1150000,1,4,1260,0,3,2,14,0
1140000,0,6,2408,1,4,4,13,0
390000,0,6,1303,2,4,3,13,0
290000,0,3,750,1,3,2,10,0
792000,0,9,1259,1,4,2,13,0
960000,0,6,2486,2,4,3,13,0
350000,1,9,926,2,3,2,14,0
500000,0,9,1116,1,3,2,14,0
235000,0,3,852,2,3,2,13,0
500000,0,6,1400,2,3,2,14,0
338000,1,9,1033,2,3,2,8,0
580000,0,6,1600,2,5,3,13,0
540000,0,2,1367,1,3,2,14,0
390000,0,9,1127,0,4,2,13,0
700000,0,6,2015,1,4,4,9,0
480000,0,6,1760,1,4,3,14,0
460000,0,6,1100,1,3,2,13,0
650000,0,9,1160,0,3,2,14,1
990000,0,6,2600,2,5,4,14,0
462000,0,6,1430,1,3,2,14,1
440000,0,6,1400,2,4,3,14,0
350000,0,9,800,0,3,2,10,0
488000,0,2,1500,1,4,3,13,1
1300000,0,9,1356,1,2,2,14,0
500000,0,9,1025,1,4,2,14,0
725000,0,6,2131,1,4,3,13,0
1680000,0,12,2758,1,5,4,13,0
380000,0,9,1036,2,3,2,13,0
590000,0,9,1000,1,3,2,13,1
650000,1,6,1986,2,4,3,13,0
235000,0,3,791,2,2,1,14,0
230000,0,3,852,1,3,2,13,0
420000,0,6,1430,1,3,2,9,0
490000,1,6,1400,2,4,3,13,0
655000,0,6,1474,2,4,3,13,0
420000,0,9,1141,1,3,2,13,0
750000,0,9,945,0,2,2,11,0
520000,0,6,1200,1,3,2,13,0
167000,0,3,678,1,3,2,13,0
688000,0,6,2000,1,4,3,14,0
300000,0,9,922,2,3,2,10,0
480000,0,6,1800,1,3,3,14,0
560000,0,6,1800,1,4,3,13,0
780000,0,6,1810,1,4,3,13,0
480000,0,9,830,1,2,2,13,0
950000,0,8,2200,1,4,3,14,0
730000,0,6,1800,1,4,2,14,0
585000,0,6,1200,1,4,3,13,0
489000,0,9,1276,0,3,3,14,0
420008,0,9,1117,2,3,2,13,0
235000,0,9,883,2,3,2,13,0
470000,1,9,877,0,3,2,13,0
275000,0,3,700,1,3,2,12,0
1150000,0,3,1319,1,3,2,13,1
563888,0,6,2766,2,5,4,9,0
500000,0,9,935,1,3,2,14,0
900000,0,1,550,0,2,2,14,0
810000,0,9,1350,0,3,3,9,0
550000,0,9,1180,2,3,2,10,0
1300000,0,12,3712,1,5,4,13,0
380000,0,9,928,1,3,2,14,0
160000,0,6,800,2,3,1,10,1
860000,0,10,2925,1,5,4,13,0
270000,0,9,829,1,2,2,13,0
718000,0,6,1200,1,3,2,14,0
550000,0,10,4000,1,3,2,13,0
620000,0,9,1184,0,3,2,10,0
468000,0,2,1539,2,3,3,13,0
450000,1,6,1600,1,4,3,13,0
790000,1,9,1200,0,3,2,10,0
567000,0,6,1729,2,4,3,12,0
299000,0,9,850,1,4,2,13,0
459000,0,9,1388,2,4,2,11,0
830000,0,9,1450,2,3,3,10,0
699000,0,8,3251,1,4,4,9,0
300000,0,9,800,2,3,2,14,0
400000,0,4,912,2,3,2,13,0
360000,0,10,1440,2,4,3,13,1
1100000,0,6,2500,1,4,3,10,0
1450000,1,10,3373,2,4,4,13,0
960000,1,6,2600,1,5,3,13,0
830000,0,9,2100,1,5,3,10,0
510000,0,6,2000,1,4,3,11,0
199000,0,9,735,1,3,2,13,0
580000,0,4,1007,0,3,2,13,1
278000,0,3,870,2,3,2,13,0
550000,0,4,850,1,4,2,13,0
600000,0,6,1650,1,3,2,13,0
196000,0,3,600,2,2,1,14,0
650000,0,9,1490,0,4,3,14,0
1550000,0,10,2882,0,5,3,10,0
418000,0,6,1200,1,3,2,13,1
778800,0,4,708,0,2,2,14,0
235000,0,3,865,2,3,2,13,0
1820000,0,6,3000,1,5,4,13,0
1100000,0,9,1711,0,5,4,13,1
270000,0,9,700,0,3,2,10,0
1500000,0,12,3000,1,5,3,14,0
110000,0,3,680,2,3,1,13,0
480000,0,6,1760,1,4,3,13,0
340000,0,3,815,0,3,2,13,0
890000,0,9,1800,1,3,2,14,0
158000,1,3,660,2,3,2,14,0
650000,0,9,1500,0,3,3,14,0
830000,0,9,1186,0,3,3,14,1
1300000,0,6,2900,1,5,4,11,0
590000,0,9,1356,2,4,3,13,0
570000,0,9,1394,0,4,2,13,0
299000,0,9,807,1,3,2,13,0
525000,0,9,960,1,3,2,10,0
858000,0,4,665,0,2,1,3,1
480000,0,10,1670,2,4,3,11,0
520000,0,9,1048,0,3,2,13,0
508000,0,6,1600,2,4,3,13,0
650000,1,6,3500,1,4,3,13,0
340000,0,1,741,1,2,1,13,0
480000,0,9,1078,1,3,2,14,0
318000,0,9,1148,0,3,2,14,0
330000,0,4,450,1,2,1,13,0
535000,0,9,1200,0,3,2,14,0
498000,0,9,920,1,2,2,14,1
653000,0,9,709,1,2,1,13,0
199000,0,9,735,1,3,2,13,0
630000,0,6,1400,2,4,3,13,0
1550000,0,9,2100,0,4,3,14,0
330000,0,3,850,1,3,2,13,0
890000,0,10,2045,2,5,3,13,0
650000,0,6,1750,1,4,3,13,0
440000,0,9,1191,0,3,2,13,1
310000,0,3,856,1,3,2,14,0
950000,0,4,950,1,2,2,14,0
140000,0,6,950,2,3,2,8,0
548000,0,6,1300,2,4,3,13,0
426000,0,6,2266,2,4,4,13,1
220000,0,3,850,2,3,2,13,0
380000,0,6,2200,1,4,3,13,0
890000,0,9,1280,0,3,2,14,0
410000,0,9,1151,2,3,2,13,0
805000,0,7,2196,2,5,3,13,0
240000,0,3,650,1,3,2,14,0
1280000,1,9,1485,0,3,2,14,0
360000,0,3,950,1,3,2,13,0
440000,0,3,1167,0,3,2,14,0
689000,0,6,1600,2,4,3,13,0
235000,0,9,850,2,3,2,13,0
580000,0,9,1143,0,3,2,13,0
270000,0,3,854,2,3,2,14,0
480000,0,9,1272,1,4,2,14,0
230000,0,3,700,1,3,2,13,0
560000,0,9,1070,0,3,2,10,0
570000,0,9,1100,0,3,2,14,0
1370000,0,9,976,1,2,2,14,0
550000,0,6,2800,1,4,3,13,0
519000,0,6,1300,2,4,3,13,0
530000,0,8,2807,2,4,4,9,0
1500000,1,4,1496,1,3,2,14,0
430000,0,9,1021,2,3,2,14,0
910000,0,6,1921,0,4,4,11,0
930000,0,9,1590,2,3,2,14,0
400000,0,9,1031,1,3,2,14,0
1150000,0,6,2420,1,4,3,13,0
330000,0,3,919,1,3,2,13,0
530000,0,9,800,0,2,2,13,0
700000,0,9,1262,1,4,3,14,0
470100,0,9,884,2,3,2,14,0
175000,0,3,720,1,3,2,13,0
530000,0,6,1503,2,4,3,13,0
570000,0,9,950,0,3,2,12,0
450000,0,6,1300,1,3,2,13,0
228000,0,6,1400,2,4,3,13,0
565000,0,9,1302,2,3,2,13,0
90000,0,3,713,2,3,1,13,0
460000,0,9,850,2,3,2,10,0
530000,0,9,1003,1,3,3,14,0
1550000,0,6,1500,2,4,3,14,0
510000,0,9,1020,1,3,2,13,0
199000,0,9,735,1,3,2,13,0
620000,0,6,1920,1,4,3,13,0
625000,0,9,1270,0,3,2,14,0
325000,1,6,1080,1,4,3,13,0
480000,0,9,1030,1,3,2,14,0
618000,1,12,1700,2,4,3,13,0
400000,0,6,1200,1,4,3,13,0
680000,0,9,1135,0,4,2,13,0
600000,0,9,990,1,3,2,13,0
580000,0,9,1011,0,3,2,14,0
470000,1,9,1000,1,3,2,6,0
380000,0,9,1091,1,3,2,14,0
598000,0,9,1450,0,4,3,14,0
1200000,0,6,2500,1,4,3,13,0
670000,0,6,1650,1,4,4,13,0
410000,0,9,916,2,3,2,13,0
1280000,0,6,4467,1,4,3,13,0
310000,0,6,800,1,3,2,13,0
380000,0,3,950,1,3,2,13,0
428000,1,9,1207,1,3,2,14,0
750000,0,6,2100,1,4,3,13,0
258000,1,6,940,2,4,2,8,0
240000,0,3,700,2,3,2,12,0
569000,0,6,1959,2,5,3,13,0
480000,0,6,1400,1,4,3,13,0
630000,0,6,2060,1,4,3,13,0
150000,0,3,720,2,3,2,13,0
529000,1,8,2264,2,4,4,13,0
267300,0,9,962,1,3,2,14,0
637900,0,9,1039,1,3,2,14,0
469000,0,9,1272,1,4,2,14,0
560000,0,6,1400,1,4,3,13,0
899000,0,6,2429,2,4,4,13,0
330000,0,9,1050,1,3,2,14,0
620000,0,2,1678,1,4,3,14,0
400000,0,9,1658,0,4,3,13,0
370000,0,4,660,0,2,1,11,0
370000,0,9,1044,2,3,3,13,0
1160000,0,7,1540,1,5,4,13,0
579000,0,4,1140,0,3,3,14,0
650000,0,6,1302,1,5,3,10,0
500000,0,6,1800,1,4,3,13,0
575000,0,6,1650,1,4,3,13,0
355000,0,9,1027,1,3,2,14,0
790000,0,6,1760,1,4,4,13,0
599000,0,6,2458,1,4,3,13,0
650000,0,6,1760,0,4,4,9,0
370000,0,9,922,1,3,2,14,0
280000,1,3,1008,1,3,2,13,0
546000,0,9,1312,1,3,3,14,0
160000,0,3,800,2,3,2,13,1
668000,0,6,1200,1,3,2,14,0
420000,0,9,1065,1,3,2,13,0
410000,0,12,1668,2,4,3,9,0
575000,0,6,1800,1,4,3,14,0
720000,0,6,2000,1,4,3,13,0
470000,0,9,852,1,3,2,13,0
750000,0,9,1292,0,4,2,13,0
480000,0,4,912,0,3,2,13,0
434000,0,9,1058,2,3,2,13,0
380000,1,3,920,1,3,2,13,0
270000,0,3,786,0,3,2,13,0
435000,0,6,1600,2,4,3,13,0
648800,0,9,1000,1,3,2,14,0
565000,0,6,1680,2,4,3,13,0
960000,0,6,1875,1,4,3,13,0
460000,0,9,688,1,2,2,13,0
400000,0,9,1027,1,3,2,13,0
740000,1,4,1173,0,3,2,13,0
695000,0,9,915,0,3,2,13,0
1640000,0,9,1259,0,2,2,14,1
285000,0,6,800,1,3,2,13,0
340000,0,3,850,1,3,2,13,1
200000,0,6,1200,2,3,2,8,0
319000,0,6,1100,2,4,2,13,0
385000,0,6,1000,0,2,1,13,0
400000,0,9,928,0,3,2,14,0
680000,0,9,1450,1,4,2,13,0
190000,0,6,1302,1,3,2,3,0
570000,0,10,4160,0,3,3,1,0
340000,0,10,1073,0,3,2,3,0
378000,0,9,923,2,3,2,14,0
365000,0,6,1100,1,3,2,11,0
165000,1,3,650,2,3,2,14,0
460000,0,6,1200,1,4,3,13,0
890000,0,10,1750,2,5,4,13,0
1050000,0,9,1450,0,3,2,10,1
390000,0,6,1200,2,4,2,13,0
1150000,0,6,2940,1,5,2,14,0
477000,0,9,686,1,2,1,14,0
580000,0,9,850,1,3,2,13,0
368000,0,9,745,0,3,2,10,0
660000,0,6,1800,1,5,3,14,0
280000,0,3,700,1,3,2,10,0
720000,0,6,2149,2,4,4,13,0
650000,0,9,1577,1,4,3,14,0
788000,0,9,2185,2,5,3,13,1
660000,0,6,2116,1,4,3,13,0
530000,0,6,1550,1,4,3,13,0
720000,0,4,1100,2,3,2,13,0
400000,0,9,918,1,3,2,14,1
1380000,0,9,2100,0,4,3,10,0
750000,0,6,1700,1,4,3,13,0
1000000,0,12,2700,1,5,4,13,0
290000,0,3,850,2,3,2,13,0
330000,0,9,695,0,2,1,14,0
270000,0,9,550,2,2,1,13,0
635000,0,4,660,0,2,1,13,0
1200000,0,8,2800,1,4,4,13,0
185000,0,3,500,2,2,1,14,0
334500,0,6,1080,0,4,3,8,0
980000,0,9,1651,0,5,3,10,0
399000,1,9,1050,1,3,2,14,0
410000,0,3,980,2,3,2,13,0
470000,0,3,1000,1,3,2,13,0
630000,0,4,1399,1,2,2,13,0
330000,0,6,1100,1,4,2,13,0
355000,1,6,800,2,4,2,13,0
353000,0,4,918,2,4,2,14,1
1460000,0,9,1306,0,3,2,11,0
1300000,0,9,1377,1,4,3,14,0
450000,0,6,1400,1,4,3,13,0
500000,0,6,1650,1,4,3,13,0
1600000,0,6,1863,1,4,3,13,0
190000,1,6,1200,1,3,2,3,0
570000,0,6,1500,1,5,3,13,0
234400,0,3,807,2,3,2,13,0
330000,0,3,919,1,3,2,13,0
550000,0,6,1650,1,4,3,9,0
450000,0,6,1152,2,3,2,13,0
630000,0,9,865,0,2,2,14,0
360000,0,9,980,2,3,2,14,0
300000,0,9,800,2,3,2,14,0
680000,0,10,3993,2,3,2,13,0
623000,0,6,1500,1,4,3,13,0
345000,0,9,645,1,2,1,13,0
538000,0,9,1120,0,3,2,14,0
615000,0,4,883,2,3,2,13,0
565000,0,9,1368,2,3,3,13,0
550000,0,9,1930,2,4,3,13,0
558000,0,6,1700,1,4,3,13,0
930000,0,6,2000,1,4,3,13,0
649000,0,6,2200,1,4,3,13,0
850000,0,9,1517,1,3,3,13,0
1000000,0,9,1780,0,5,3,8,0
1600000,0,9,3600,1,5,4,13,0
1100000,0,6,2600,2,4,4,14,0
280000,0,6,1012,2,3,2,13,0
500888,0,6,3600,1,5,4,13,0
799000,0,9,1400,1,2,2,13,0
350000,0,6,1500,1,3,3,13,0
470000,0,6,2160,2,4,3,9,0
470000,0,6,1500,2,4,2,13,1
470000,0,6,2000,1,4,3,13,0
420000,0,9,772,1,2,2,13,0
547920,0,6,2045,2,4,3,13,0
780000,1,6,1470,0,4,3,14,0
320000,0,3,857,1,3,2,13,0
1350000,0,9,1603,1,4,2,14,0
450000,0,9,1100,1,3,2,13,0
530000,0,6,1350,1,5,3,13,0
470000,0,9,847,1,3,1,13,0
183000,0,3,702,1,3,2,14,0
350000,0,3,700,1,3,2,10,0
422220,1,9,855,1,3,2,14,0
550000,0,9,1069,1,3,2,10,0
720000,0,9,1483,1,4,3,14,0
545000,0,6,2100,1,4,3,13,0
885000,0,9,1100,0,3,2,14,0
320000,0,9,888,1,3,2,9,0
460000,0,9,872,2,3,2,14,0
520000,0,6,1896,2,4,3,13,0
880000,0,6,1800,2,4,4,13,0
880000,0,9,1453,2,4,3,13,0
320000,0,3,920,2,3,2,13,0
570000,1,9,1119,1,3,2,13,0
180000,0,3,600,2,3,1,10,0
389000,1,4,800,0,2,2,14,0
335000,0,3,893,2,3,2,13,0
510000,0,2,1765,2,4,4,13,0
