Price,Tenure,Property_Type,Built_Up,Furnishing,Bedroom,Bathroom,Area,classification
420000,0,9,1023,1,3,2,14,0
260000,0,6,1080,1,3,2,13,0
405000,0,4,1007,2,2,2,13,1
235000,0,9,850,1,3,2,13,0
400000,0,9,928,1,3,2,14,0
142000,0,3,650,2,3,2,13,0
658000,0,6,1800,2,4,3,10,0
590000,1,6,2300,1,4,3,13,1
799000,1,6,1200,2,4,3,13,0
650000,0,6,1500,2,4,3,13,0
560800,0,4,700,1,2,1,14,0
325000,0,3,939,1,3,2,13,0
760000,0,6,1500,1,4,3,14,0
850000,0,10,2470,1,4,3,13,0
499000,0,6,1496,2,4,4,13,0
312000,0,9,855,1,2,2,14,1
400000,0,6,1840,1,4,2,13,0
350000,0,6,1276,2,4,2,11,0
115000,0,3,708,2,3,1,13,0
560000,0,6,1800,2,4,3,13,0
530000,0,4,973,1,4,2,13,0
340000,0,9,854,2,3,2,13,0
600000,0,6,2500,1,4,3,13,0
300000,0,9,810,2,3,2,14,0
325000,0,9,901,2,3,2,13,0
420000,0,6,1300,2,3,2,13,0
260000,0,3,700,2,3,2,12,0
460000,0,4,1017,1,3,2,13,0
399888,0,2,2077,2,3,3,9,0
555000,0,9,1580,1,3,3,14,0
629000,0,9,1500,1,4,3,14,0
1350000,0,9,1406,0,3,3,14,0
288000,0,3,1214,1,3,2,13,0
500000,0,9,917,1,2,2,13,0
260000,0,3,700,0,3,2,10,0
670000,0,9,1128,1,3,3,14,0
510000,0,4,903,2,3,2,13,1
1050000,0,6,2400,1,4,3,14,0
290000,0,6,1350,0,4,3,13,0
200000,0,3,852,2,3,2,13,0
580000,0,6,2000,2,4,3,13,0
1098000,0,6,2408,2,4,4,13,0
860000,0,9,1590,0,3,3,14,0
500000,0,6,1540,2,4,3,9,0
470000,0,2,1600,1,3,3,14,0
838000,0,9,1869,1,4,4,14,0
320000,0,3,920,1,3,4,14,0
238000,0,3,793,2,3,2,13,0
535000,0,8,2264,2,5,4,13,0
850000,0,5,1105,0,2,2,13,0
495000,0,6,1500,2,4,3,13,0
210000,0,3,793,2,3,2,13,0
374000,1,4,850,1,4,2,13,0
445000,0,6,2326,1,4,3,9,0
950000,0,4,950,1,2,2,14,0
608000,0,4,943,1,3,2,14,0
670000,0,10,2300,2,4,3,13,0
880000,0,6,2500,1,4,3,13,0
350000,0,9,926,0,3,2,13,0
730000,0,6,1532,0,4,4,13,0
299999,0,9,613,1,2,2,13,0
320000,0,9,786,1,3,2,14,0
600000,0,9,1674,2,4,3,10,0
440000,0,6,960,1,4,3,13,0
580000,0,9,1400,1,4,3,14,0
580000,0,9,1194,0,3,2,13,0
559000,0,9,667,0,2,1,14,0
795000,0,6,1650,2,4,4,13,0
410000,0,3,995,2,3,2,14,0
750000,0,10,2475,1,4,3,13,0
560000,0,7,2040,2,4,4,13,0
440000,0,9,1020,1,3,2,13,0
450000,0,6,1540,1,3,2,11,0
750000,0,6,2200,2,4,4,13,0
1020000,0,9,1571,1,3,3,14,0
280000,0,3,871,1,3,2,13,0
275000,1,3,870,1,3,2,13,0
495000,0,6,1800,1,4,3,13,0
890000,0,6,1700,1,4,3,13,0
599000,0,9,1500,2,3,2,10,0
580000,0,6,1600,1,4,3,13,0
464500,1,6,1892,2,4,3,13,0
550000,0,6,1750,1,4,3,13,0
499000,0,9,1468,0,4,3,13,0
830000,0,9,1200,2,3,2,10,0
458000,0,6,1100,0,3,2,13,0
850000,0,9,1038,0,4,2,14,0
850000,0,4,650,1,2,2,14,0
390000,0,9,1176,1,3,2,13,0
740000,0,9,1184,0,3,2,10,0
420000,0,9,1009,2,3,2,13,0
650000,0,9,1260,1,3,2,13,0
530000,0,9,1230,1,3,2,10,0
350000,0,10,2314,2,4,3,1,0
860000,0,9,1400,2,4,2,10,0
410000,0,9,913,1,3,2,14,0
410000,0,9,1100,1,3,2,13,0
740000,0,9,1733,1,4,3,14,0
500000,0,9,1009,0,3,2,14,0
750000,0,2,1400,1,4,3,13,0
400000,0,9,808,0,3,2,14,0
735000,0,6,1860,1,4,3,13,0
380000,0,9,930,1,3,2,14,0
738000,0,9,1100,0,3,2,10,0
350000,0,2,950,2,3,2,13,0
400000,0,9,986,0,3,2,13,0
436000,1,9,1038,2,3,2,13,0
180000,0,6,1500,2,3,2,9,0
515865,0,6,1622,2,4,3,11,0
540000,0,6,2500,1,4,3,9,0
260000,0,3,680,2,3,1,10,0
420000,0,9,764,1,2,2,13,0
589000,0,9,798,1,3,2,13,0
175000,0,3,700,1,3,2,10,0
1380000,1,6,2800,1,4,3,14,0
260000,0,9,850,1,3,2,13,0
466400,0,9,960,1,3,2,14,0
450000,0,9,1100,2,3,2,14,0
975000,0,6,3575,1,5,4,13,0
1080000,0,9,1414,0,3,3,13,0
230000,0,3,750,1,5,2,13,0
695000,0,6,1560,0,3,2,13,0
495000,0,9,661,0,2,2,13,0
318000,0,2,1636,1,3,3,11,0
290000,0,6,752,1,3,2,9,0
709000,0,6,1500,1,4,3,14,0
370000,1,9,865,2,3,2,14,0
698000,0,4,500,0,2,1,3,1
310000,0,9,856,1,2,2,14,0
470000,1,9,1016,2,3,3,13,0
580000,0,2,1539,2,3,3,13,0
405000,0,6,1750,2,4,3,13,1
110000,0,9,2850,0,5,4,13,0
469000,0,3,859,2,2,2,13,0
750000,0,6,1950,1,5,4,14,0
778800,0,4,708,0,2,2,14,0
458000,0,6,2292,2,4,3,8,0
1450000,0,2,2600,0,4,3,14,0
700000,0,6,1987,2,4,3,13,0
1250000,0,6,2959,1,3,4,10,0
345000,0,2,857,2,3,2,13,0
270000,0,9,550,2,2,1,13,0
435000,0,6,1600,2,4,3,13,0
1150000,0,6,1800,1,4,3,13,0
385000,0,9,932,0,4,2,14,0
135000,0,3,650,2,3,2,13,0
720000,0,9,1238,0,3,3,14,0
500000,0,6,1800,1,4,3,13,0
700000,0,6,1400,1,4,3,13,0
220000,0,3,1468,2,3,2,13,0
666666,0,2,2746,1,4,4,13,0
180000,0,3,650,1,3,2,14,0
849000,0,9,728,0,2,2,13,0
180000,0,3,616,2,3,2,13,1
480000,0,9,1176,1,3,2,13,0
580000,0,6,1300,1,4,3,13,0
460000,0,6,900,2,4,2,13,0
430000,0,9,1100,1,4,2,14,0
1250000,0,9,1248,0,2,2,14,0
380000,0,6,1080,1,4,2,13,0
490000,0,6,1800,2,4,3,13,0
868000,1,9,1302,0,3,2,13,0
770000,0,9,1338,0,4,3,10,0
650000,0,9,1431,1,5,4,13,0
895000,0,6,1980,1,4,4,13,0
700000,0,6,3000,1,4,3,13,0
430000,0,6,1600,1,4,3,9,0
540000,0,9,1001,0,3,2,13,0
880000,0,6,1650,2,4,3,13,0
480000,0,6,1600,1,4,3,13,0
430000,0,9,850,1,3,2,13,0
335000,0,3,1285,1,3,2,13,0
335000,0,9,956,1,3,2,14,0
1100000,0,6,1540,1,4,4,13,0
409000,0,8,2500,2,4,4,13,0
399800,0,4,890,1,2,2,13,0
585000,0,6,1800,2,5,3,13,0
390000,0,6,2300,1,3,3,13,0
638000,0,9,958,0,3,2,14,1
610000,0,2,1560,1,3,3,13,1
1249000,0,6,3240,1,4,3,13,0
520000,0,9,1245,0,4,2,13,0
498000,0,9,1018,2,3,2,14,0
780000,0,9,1400,0,2,2,14,1
428000,0,6,1000,1,4,3,13,0
350000,0,6,700,2,3,1,12,0
359000,0,9,800,1,3,1,14,0
599000,0,10,3078,1,4,3,13,0
750000,0,6,1640,1,4,3,13,0
298000,0,3,1011,1,3,2,13,0
850000,0,9,1366,0,3,2,10,0
660000,0,6,1700,2,4,3,13,0
198000,0,3,650,2,3,2,14,0
499000,0,6,1106,1,4,3,13,1
585000,0,6,1650,2,4,3,13,0
265000,0,9,901,2,3,2,13,0
879000,0,9,1320,0,4,3,10,0
530000,0,6,1350,1,5,3,13,0
499900,0,9,1010,1,2,2,13,0
560000,0,6,2744,2,4,3,8,0
230000,0,9,850,0,3,2,13,0
480000,0,9,800,0,3,2,10,0
525000,0,7,2735,2,4,4,9,0
440000,0,9,850,0,3,2,14,0
788000,0,9,1335,1,3,2,13,0
452000,0,9,887,1,3,2,13,1
510000,0,9,1206,1,4,3,13,0
520000,0,9,900,2,3,2,10,0
425000,0,9,897,1,3,2,13,0
260000,0,3,935,1,3,2,14,0
200000,0,9,660,1,3,1,14,0
338000,0,3,926,1,3,2,14,0
495000,1,6,1310,1,4,3,13,0
410000,0,3,1009,1,3,2,13,0
490000,0,9,1089,1,3,2,14,0
371000,1,4,753,1,2,2,13,0
400000,0,9,1213,1,3,2,13,0
935000,0,9,1432,0,4,3,14,0
145000,1,3,650,2,3,2,13,0
975000,0,6,2500,2,4,3,13,0
690000,0,6,2420,1,5,4,10,0
260000,0,3,700,0,3,2,10,0
368000,0,6,1300,2,3,2,13,0
275000,0,4,863,2,3,2,13,0
545666,1,9,1257,1,3,2,14,0
431111,1,5,868,1,3,2,14,1
390000,0,9,1405,1,3,2,13,0
640000,0,9,1400,0,3,2,14,0
424000,0,9,1500,1,4,2,14,0
250000,0,9,500,1,2,2,13,0
731400,0,4,1318,1,4,3,14,0
950000,0,6,3512,1,4,3,13,0
500000,0,6,3200,1,4,3,13,0
210000,0,3,750,1,3,2,13,0
1100000,0,9,1710,0,4,4,14,0
760000,0,6,1652,1,4,3,13,0
680000,0,6,1200,1,3,2,14,0
400000,0,9,850,0,3,2,14,0
330000,0,6,1300,1,3,2,13,0
850000,0,6,1600,2,4,3,14,0
370000,1,9,865,2,3,2,14,0
425000,0,6,1966,1,4,3,13,0
545000,0,6,2270,1,5,3,13,0
420000,0,9,1098,1,3,2,14,0
530000,0,6,2070,2,4,3,13,0
747999,0,9,1488,1,4,3,14,0
416000,1,6,1568,2,4,3,13,0
440000,0,9,1100,0,3,2,14,0
530000,0,9,1003,1,3,3,14,0
480000,0,6,1980,2,4,3,13,0
470000,1,6,1300,0,4,2,13,0
448703,0,9,908,1,3,2,13,0
430000,0,6,1400,1,4,3,13,0
360000,0,9,915,2,3,2,13,0
270000,0,9,600,1,2,1,13,0
165000,1,3,776,2,3,2,13,0
530000,0,6,1800,2,4,4,13,0
498000,0,6,1739,2,4,3,13,0
460000,0,6,1200,1,3,2,14,0
420000,1,9,906,2,3,2,14,0
650000,0,9,1140,1,3,2,13,0
750000,0,6,2000,1,3,3,14,0
292000,0,6,1016,2,4,1,13,0
388000,0,9,700,0,3,2,10,0
240000,1,9,930,2,3,2,13,0
750000,0,9,713,0,2,1,14,0
678000,0,6,2000,1,4,3,13,0
440000,0,7,2500,2,4,3,9,0
585000,0,6,1342,2,4,3,13,0
718000,0,6,1500,0,4,3,14,0
199000,0,9,735,1,3,2,12,0
688000,0,9,1453,2,3,3,13,0
350000,1,3,930,2,3,2,14,0
288000,0,3,850,2,3,2,14,0
465555,1,3,780,1,2,2,12,1
329000,0,9,1173,1,3,2,13,0
350000,0,6,900,1,3,2,13,0
788000,0,6,2371,2,5,4,13,0
350000,0,9,1082,1,3,3,13,0
661000,1,8,3154,2,4,4,9,0
850000,0,9,2500,1,4,3,13,0
690000,0,9,1400,0,3,2,10,0
520000,0,6,1000,2,4,3,13,0
1250000,0,12,2667,2,4,3,9,0
469000,0,9,1207,2,4,2,14,0
480000,1,9,1185,1,3,2,13,0
65000,0,3,810,2,3,2,7,0
228000,0,9,917,2,4,2,13,0
1190000,0,4,1410,0,3,3,14,0
436430,0,4,735,1,2,2,9,0
690000,0,12,1800,2,3,2,13,0
430000,0,6,1470,2,3,2,14,0
460000,0,6,1500,2,5,2,13,0
495000,0,6,1100,0,4,3,13,0
750000,0,6,765,1,2,1,14,0
729000,0,6,2400,1,4,3,13,1
750000,0,6,1877,2,4,3,13,0
460000,0,9,1288,1,3,2,13,0
850000,0,9,1980,0,4,3,13,0
425000,0,6,861,1,3,2,14,0
198000,0,9,805,0,2,2,3,0
554000,0,9,1200,1,3,2,13,0
399000,0,9,1055,1,3,2,13,0
750000,1,9,1375,0,3,2,13,0
335000,0,3,850,0,3,2,13,0
460000,0,9,818,2,3,2,13,1
900000,0,9,1383,1,3,2,13,0
535000,0,9,1493,0,3,2,13,0
455000,0,9,928,1,3,2,14,0
595000,0,9,1645,1,4,3,13,0
1200000,0,8,2327,1,4,3,13,0
560000,0,6,1800,2,4,3,13,0
490000,1,6,1892,2,4,3,13,0
329000,0,6,2720,1,4,4,9,1
390000,0,6,1400,2,3,2,13,0
380000,0,3,900,1,3,2,13,1
300000,0,9,700,1,3,2,10,0
250000,0,9,890,2,3,2,13,0
488000,0,6,1200,0,4,2,13,0
258000,0,9,650,1,2,2,13,0
220000,1,6,840,2,3,2,8,0
290000,0,3,860,2,3,2,13,0
700000,0,9,500,0,2,1,3,1
520000,0,6,2000,2,4,3,11,0
650000,0,9,1873,2,4,4,13,1
890000,0,6,2250,0,4,3,14,0
600000,0,6,2486,2,5,4,9,0
158000,0,3,850,2,3,2,8,0
418000,0,6,1540,1,3,2,11,0
418000,0,9,950,1,3,2,13,0
290000,0,9,775,1,2,1,14,0
465000,1,9,1089,2,3,2,14,0
688000,0,6,2800,1,5,4,13,1
450000,0,9,1087,2,3,2,10,1
769000,1,6,2000,1,4,3,14,0
320000,0,9,888,1,3,2,9,0
550000,0,9,1001,2,3,2,14,0
670000,0,6,1897,2,5,3,13,0
520200,0,6,1750,2,4,3,13,0
988000,0,6,2495,1,5,4,13,0
390000,0,9,1050,0,3,2,13,0
930000,0,9,871,0,2,2,13,0
980000,1,6,2000,0,4,3,13,0
165000,0,3,678,2,3,1,13,0
415000,0,6,1300,1,3,2,13,0
400000,0,3,750,0,3,2,10,0
420000,0,9,690,2,2,2,14,0
540000,0,9,1227,1,3,2,14,0
520000,0,9,1023,0,2,2,14,0
292000,1,9,600,1,2,1,13,0
375000,1,6,1500,2,4,2,7,0
650000,0,6,2000,1,4,3,11,0
275000,0,9,500,0,2,2,13,0
635000,0,4,1021,0,3,2,13,0
462645,0,9,832,1,2,2,14,0
385000,0,9,1003,1,3,2,13,0
258000,0,3,811,0,3,2,13,0
603800,0,3,969,2,3,2,14,0
1100000,0,9,1916,0,3,2,13,0
460000,0,9,1267,2,4,3,13,0
688000,0,6,2020,2,4,4,13,0
950000,0,9,1430,1,4,4,13,0
225000,0,6,1400,2,3,2,8,0
870000,0,9,1381,1,4,3,14,0
490000,0,3,1100,1,5,2,14,1
1100000,0,9,1513,1,5,3,14,0
630000,0,9,1420,0,3,2,13,0
289999,0,3,1055,0,3,2,13,0
350000,0,3,991,2,3,2,13,0
180000,0,3,980,1,3,2,13,1
529000,0,9,646,1,2,1,13,0
710000,0,6,1650,2,4,2,13,0
520000,0,6,1400,2,4,3,13,0
340000,0,6,1260,2,4,3,13,0
170000,1,3,650,1,2,1,13,0
538000,0,6,880,2,3,3,14,0
600000,0,8,3000,2,5,4,13,0
265000,0,3,805,1,3,2,13,0
398000,0,9,800,1,2,2,13,0
450000,0,4,975,0,3,2,13,0
550000,0,6,1600,0,5,3,13,0
320000,0,9,916,0,3,2,13,0
350000,0,9,900,2,3,2,13,0
220000,0,3,1048,2,3,2,13,0
365000,0,9,1025,1,3,2,14,0
900000,0,9,1500,1,3,2,10,0
470000,0,9,842,0,3,2,14,0
350000,0,9,1616,2,3,2,13,0
450000,0,10,1300,1,3,2,13,0
200000,0,3,650,2,3,2,13,0
1000000,0,9,1798,1,3,3,14,0
410000,0,9,1335,1,3,2,14,0
650000,1,9,1394,2,3,2,14,0
490000,0,6,1306,0,4,3,13,0
950000,0,4,950,1,2,2,14,0
420000,0,3,759,2,2,2,13,0
330000,0,6,1300,2,4,2,13,0
330000,0,9,1007,2,3,2,14,0
180000,1,3,850,1,3,2,13,0
680000,0,3,680,0,2,1,13,0
300000,0,6,1900,1,3,1,13,0
310000,0,9,1012,0,3,2,13,0
470000,0,6,2239,2,4,2,11,0
950000,0,6,1600,1,4,3,12,0
300000,0,6,900,2,3,2,13,0
150000,1,9,1278,0,3,2,9,0
620000,1,9,985,1,2,2,13,0
425000,0,9,813,1,2,2,13,0
750000,0,6,2000,1,4,2,13,0
540000,0,6,2050,2,5,3,13,0
240000,0,6,1300,1,3,2,13,0
570000,0,9,1400,2,4,3,10,0
1088000,0,1,1066,1,2,2,14,0
170000,0,9,900,2,3,2,13,0
560000,0,9,1260,1,3,2,9,0
458550,0,9,875,2,3,2,13,0
155000,0,3,800,1,3,2,13,0
495859,0,6,2053,2,3,2,13,0
190000,0,3,750,2,3,2,13,0
550000,0,6,1170,0,4,3,13,0
690000,0,6,1920,2,4,3,13,0
549900,0,9,1355,0,3,3,14,0
380000,0,3,1650,2,3,2,13,0
185000,0,3,670,2,3,2,13,0
480000,0,9,1100,1,3,2,14,1
266000,0,9,855,1,3,2,14,0
380000,0,9,665,0,3,2,10,0
485000,0,6,1600,2,3,2,13,0
465000,0,9,1313,1,4,2,14,0
700000,1,9,1093,0,3,2,14,0
390000,0,3,820,2,3,2,14,0
290000,0,3,850,1,3,2,13,0
295000,0,3,800,1,3,2,14,0
1200000,0,6,20002,2,5,3,13,0
412000,0,6,1200,1,3,2,13,0
340000,0,3,950,2,3,2,13,0
215000,0,9,750,0,3,2,10,1
310000,0,9,1074,1,3,2,13,0
275000,0,3,800,2,3,2,13,0
265000,0,3,775,1,3,2,13,0
300000,1,9,926,1,3,2,13,0
1200000,0,9,600,0,2,2,14,0
350000,0,9,750,2,3,2,10,0
368623,0,6,2433,1,4,3,13,0
511000,0,9,2816,1,4,4,14,1
365000,1,9,1227,2,3,2,14,0
740000,1,9,1270,2,3,2,14,0
855000,0,6,2000,1,4,3,13,0
300000,0,3,700,1,3,2,10,0
920000,0,12,2787,2,5,4,10,0
590000,0,9,1100,0,3,2,14,0
395000,0,6,1120,2,4,2,13,0
310000,0,6,1000,2,3,2,9,0
500000,0,6,1300,1,4,3,13,0
400000,0,9,700,0,2,2,10,0
1050000,0,9,1400,0,2,2,14,0
245000,0,3,987,2,3,2,13,0
660000,0,6,2039,1,4,4,11,0
650000,0,9,1300,0,3,2,14,1
502100,1,6,1400,2,4,3,13,0
320000,0,3,920,1,3,2,13,0
370000,0,6,1042,1,4,3,13,0
150000,0,3,650,2,3,2,13,0
490000,0,9,1137,0,3,2,14,0
735000,0,6,1345,1,5,4,13,0
650000,0,8,2280,1,5,4,13,0
695000,0,6,2050,2,4,3,13,0
930000,0,9,1297,0,3,2,14,0
160000,0,3,650,1,3,1,13,0
340000,0,6,1000,2,4,2,13,0
235000,0,9,850,2,3,2,13,0
275000,0,3,806,1,3,2,13,0
930000,1,9,1500,0,3,3,10,0
700000,0,9,1154,0,3,2,14,0
480000,0,6,1908,2,4,3,13,0
670000,0,6,1540,1,4,3,13,0
300000,1,9,900,2,3,2,14,0
563888,0,6,2766,2,5,4,9,0
220000,0,6,1000,2,3,2,3,0
650000,0,9,1067,1,3,2,14,0
500000,0,6,1600,2,4,4,13,0
983000,1,6,2626,2,5,4,13,0
299000,0,4,842,2,3,2,13,0
220000,0,3,753,1,3,2,13,0
470000,0,6,2100,1,4,3,13,1
270000,1,6,800,1,4,3,8,0
270000,1,3,850,1,3,2,13,0
730000,0,9,1288,0,3,2,13,1
215000,1,3,531,1,2,1,13,0
550000,0,6,1500,1,4,3,13,0
792000,0,6,2400,2,5,3,11,0
900000,0,6,1186,1,4,3,14,0
300000,0,9,1000,2,3,2,14,0
738000,0,6,1760,1,4,3,14,0
450000,0,6,1400,1,4,3,13,0
520000,0,9,943,1,4,3,14,0
1100000,0,4,988,0,2,2,14,0
480000,0,9,1050,0,3,2,10,0
690000,0,6,2206,1,4,4,13,0
868000,0,9,1635,0,5,3,14,0
543000,0,4,944,0,3,2,11,0
650000,0,6,1300,1,4,3,14,0
680000,0,9,1426,1,3,3,13,0
1250000,0,6,1870,1,4,3,13,0
290000,0,9,860,2,2,2,14,1
539000,0,8,2615,2,4,4,9,1
875000,0,9,1409,1,3,2,14,0
270000,0,4,600,1,2,1,13,0
358000,0,3,850,2,3,2,13,0
285000,0,3,750,1,3,2,10,0
388000,0,9,928,1,3,2,14,0
1280000,0,9,1593,0,3,2,14,0
1450000,0,9,2400,0,5,4,10,0
420000,0,6,1650,1,4,3,9,0
1265000,1,9,1200,0,3,2,14,0
245000,0,3,890,2,3,2,14,0
450000,0,9,850,0,3,2,10,0
400000,0,6,2515,2,4,3,13,0
640000,0,6,2000,1,4,3,13,0
265000,0,3,987,2,3,2,13,0
310000,0,9,1206,2,3,2,13,0
498000,0,9,864,2,2,2,13,0
540000,0,6,1600,2,4,3,13,0
270000,0,6,1056,2,3,2,13,0
150000,0,3,650,2,3,2,14,0
250000,1,6,1300,1,3,2,8,0
550000,0,9,635,0,2,1,14,1
199000,0,9,735,1,3,2,9,0
420000,0,6,1400,2,4,2,11,0
440000,0,9,1191,0,3,2,13,1
680000,0,9,1012,0,4,2,10,0
380000,1,9,990,1,2,2,14,0
515000,0,9,1304,0,3,2,14,1
732000,0,9,1438,1,3,4,13,0
388000,0,6,1600,1,4,2,13,0
630000,0,9,881,0,2,2,13,0
240000,0,3,850,2,3,2,13,0
270000,0,9,1023,2,3,2,13,0
528000,0,6,1300,2,4,3,13,0
1000000,0,9,969,0,2,2,14,0
250000,0,9,500,1,2,2,13,0
367000,0,9,917,1,3,2,14,0
1050000,0,6,2290,2,5,4,13,0
188000,0,3,650,1,3,2,14,1
799160,0,8,2133,2,5,4,13,0
900000,0,10,4340,1,5,4,13,0
650000,1,9,1394,2,3,2,14,0
680000,0,6,1302,2,4,3,13,0
850000,0,4,907,1,3,2,13,0
269000,0,3,850,0,3,2,13,0
550000,1,6,1920,1,3,3,13,0
510000,0,9,1212,0,3,2,13,0
410000,0,9,1231,1,3,2,13,0
1320000,0,9,1650,0,4,4,13,0
698000,0,6,2073,1,4,3,13,0
520000,0,6,2100,2,4,3,13,0
410000,0,10,1690,2,4,3,1,0
1300000,0,10,2700,1,5,4,13,0
830000,0,9,1063,0,3,3,14,1
1400000,0,6,2200,2,5,4,14,0
670000,0,9,968,0,3,2,13,0
390000,0,3,991,2,3,2,13,0
360000,0,3,650,2,3,2,10,0
350000,0,3,915,1,3,2,13,0
560000,0,6,1669,2,4,3,13,0
415000,0,9,982,2,3,2,3,0
460000,0,9,1335,2,3,3,14,1
750000,0,6,1760,1,3,3,14,0
280000,0,3,838,2,3,2,14,0
489000,0,6,1430,1,4,2,14,0
225000,0,3,890,2,3,2,13,0
680000,0,9,869,0,2,1,14,0
650000,0,9,1300,0,3,2,13,0
570000,0,6,1650,2,4,3,13,0
750000,0,9,1900,1,4,2,14,0
100000,0,3,560,1,3,1,13,1
850000,0,9,1590,1,4,2,14,0
290000,0,3,1018,1,3,2,13,0
420000,0,9,1119,0,3,2,13,1
260000,0,3,910,1,3,2,13,1
748000,0,6,1540,2,5,3,14,0
330000,0,9,1138,2,3,2,14,0
380000,0,3,952,1,3,2,14,0
290000,0,3,852,1,3,2,13,0
530000,0,6,1890,1,4,3,13,0
330000,0,3,800,0,3,2,13,0
500000,0,6,1200,1,3,2,14,0
230000,0,3,741,2,3,2,13,0
500000,0,6,1900,1,4,3,13,0
600000,1,4,1008,1,3,2,13,0
576000,0,9,1098,1,3,2,13,0
778000,0,4,953,1,2,2,14,0
238000,0,3,750,1,3,2,13,0
530000,0,9,1282,0,4,2,13,0
670670,0,6,3762,1,4,4,11,0
1100000,0,6,3000,2,5,4,10,0
900000,0,9,1688,1,4,2,14,0
430000,0,6,2250,2,5,3,8,0
380000,0,9,975,1,3,2,13,0
430000,0,6,1966,2,4,3,13,0
390000,0,6,1200,2,4,3,13,0
410000,0,3,1141,1,3,2,13,0
395000,0,6,1650,2,4,3,9,0
345000,0,6,1000,2,3,2,13,0
248000,0,3,885,2,3,2,13,0
285000,1,9,1100,1,3,2,13,0
369000,0,6,844,2,2,2,13,0
595000,0,9,1200,1,3,2,10,0
1150000,0,10,2360,2,4,4,11,0
755000,0,6,1583,2,4,3,13,0
628800,0,9,764,1,2,2,13,0
900000,0,12,2600,2,4,3,13,0
1190000,0,9,1772,1,5,4,14,0
320000,0,6,1400,2,4,3,13,0
540000,0,6,2025,1,5,4,13,0
345000,0,6,1540,1,3,2,13,0
730000,0,5,1700,0,4,4,10,0
545000,0,6,2000,1,4,2,13,0
1200000,0,9,1991,0,4,3,14,0
1000000,0,6,2200,1,4,3,13,0
630000,0,6,1170,2,3,3,13,0
479000,0,9,1000,2,3,2,14,0
460000,0,9,1100,0,2,1,13,0
598000,0,9,1350,2,3,2,13,0
388000,0,6,1200,2,3,2,11,0
380000,0,6,1130,2,4,3,9,0
695000,0,6,2000,1,4,3,13,1
598000,0,9,1260,0,4,2,14,0
170000,0,3,600,2,3,2,13,0
240000,1,3,900,1,4,2,13,0
888000,0,9,1328,0,4,3,14,0
550000,0,9,1054,2,3,2,13,0
640000,1,6,1719,1,3,3,13,0
599000,0,9,1760,2,4,3,10,0
349999,0,6,1400,2,2,2,14,0
260000,0,3,700,2,3,2,13,0
1070000,0,6,1400,0,4,2,14,0
238000,0,9,856,2,3,2,13,1
900000,1,6,2200,2,4,3,13,0
900000,0,6,1900,1,4,3,12,0
930000,1,9,1500,0,3,3,10,0
265000,0,3,800,2,3,2,13,1
780000,0,9,1420,0,4,3,13,0
530000,0,9,1050,1,3,2,13,0
499000,0,9,1000,1,3,2,14,0
580000,0,9,1001,2,3,2,14,0
1300000,0,9,1759,1,4,3,13,0
658000,0,12,1536,1,4,4,11,0
320000,0,9,983,0,3,2,14,0
850000,0,1,750,0,2,1,14,0
1250000,0,6,2429,0,4,4,13,1
400000,0,6,1300,2,3,2,13,0
245000,0,9,1378,2,3,2,13,0
840000,1,6,1750,1,4,3,14,0
780000,0,9,1350,1,3,2,9,0
880000,0,2,1937,0,3,3,13,0
420000,0,9,930,1,3,2,13,0
535000,0,9,615,1,2,2,10,0
468000,0,10,3685,1,5,3,8,0
275000,0,6,1000,1,3,1,13,0
735000,0,6,1778,2,4,3,13,0
420000,0,9,1250,0,3,2,13,0
720000,0,2,2377,0,3,3,13,0
480000,0,9,1249,0,4,3,13,0
387000,0,9,900,1,3,2,14,0
370000,0,6,800,1,3,2,13,0
880000,0,6,1400,2,4,4,13,0
492000,1,6,2368,2,5,4,13,1
110000,0,3,616,1,2,1,13,0
430000,0,9,1388,1,4,2,14,0
950000,0,4,950,1,2,2,14,0
1300000,0,6,2300,1,5,4,13,0
595000,0,6,1800,1,4,3,13,0
560000,0,6,2000,2,4,3,13,0
300000,1,9,800,2,3,2,14,0
1080000,0,6,1560,1,4,2,13,0
460000,1,6,1720,2,5,3,13,0
200000,0,3,800,2,3,2,13,0
549000,0,9,1215,0,3,3,14,0
280000,0,6,800,1,2,1,13,0
900000,0,6,1610,1,4,3,13,0
340000,0,3,1040,1,3,2,14,0
215000,0,3,650,2,3,2,14,0
320000,1,9,926,0,3,2,13,0
750000,0,10,4973,1,5,4,3,0
405000,0,3,972,2,4,2,13,0
270000,0,3,850,1,3,2,13,0
395000,0,9,1055,2,3,2,14,0
415000,0,9,1055,1,3,2,13,0
569000,0,9,1191,0,3,2,13,0
235000,0,9,800,2,3,2,10,0
112000,0,3,646,1,3,2,13,0
625000,0,6,1300,1,4,3,13,0
900000,0,9,1312,1,3,2,13,0
520000,0,6,1200,0,3,2,13,0
350000,0,9,904,1,3,2,14,0
410000,0,2,1171,2,3,2,13,0
900000,0,6,2200,1,4,3,13,0
350000,0,6,968,1,3,2,13,0
1100000,0,9,1211,0,3,3,14,0
420000,0,9,1497,1,3,2,13,0
230000,0,3,1107,2,4,2,13,0
599000,0,6,1300,1,4,3,7,0
1260000,0,9,1711,1,5,4,13,0
353000,0,4,619,1,2,1,14,0
495000,0,9,1313,1,3,2,14,0
330000,0,3,950,2,3,2,13,0
